MAP_PAR_ID,j_new_cons,j_renovati,j_occupanc,ownertype,j_zip,Year,valuation,Long,Lat
1103504000,FALSE,TRUE,1-2FAM,*,2130,2021,295000,-71.11679273,42.30563077
1103313000,FALSE,FALSE,1-3FAM,*,2130,2021,450,-71.11494943,42.30491202
2006917000,FALSE,FALSE,1-2FAM,c,2132,2023,9780,-71.16756466,42.29034784
2007395000,FALSE,FALSE,1-2FAM,*,2132,2017,4608,-71.16081235,42.29310709
1704770000,FALSE,FALSE,1-2FAM,*,2124,2021,8147.96,-71.0689345,42.2879045
1704476000,FALSE,FALSE,1-2FAM,*,2124,2022,27800,-71.06887996,42.28299015
1902679000,FALSE,FALSE,1-2FAM,*,2130,2019,22443.75,-71.12629001,42.30446567
2007319000,FALSE,FALSE,Multi,*,2132,2022,400,-71.15619611,42.29198004
2007409000,FALSE,FALSE,1-2FAM,*,2132,2019,1000,-71.15880912,42.29271104
1904213000,FALSE,FALSE,1-2FAM,*,2131,2021,1895,-71.1276961,42.28513477
2011025000,FALSE,FALSE,1-2FAM,*,2132,2021,8300,-71.16194656,42.26532874
1902655000,FALSE,TRUE,1-2FAM,*,2130,2016,4875,-71.12852717,42.30504727
1704348000,FALSE,TRUE,1-2FAM,*,2124,2017,1100,-71.06854893,42.28223444
1704283000,FALSE,FALSE,1-2FAM,*,2124,2013,11100,-71.06870326,42.27963124
1302922000,FALSE,TRUE,1-3FAM,t,2125,2020,7575,-71.05469496,42.31560502
2007947000,FALSE,TRUE,1-2FAM,*,2132,2022,10000,-71.16935943,42.28845141
2007264000,FALSE,TRUE,1-2FAM,*,2132,2016,29480,-71.15611721,42.29332699
1602142000,FALSE,TRUE,1-2FAM,*,2122,2019,11995,-71.05248236,42.29058748
1704349000,FALSE,FALSE,1-3FAM,*,2124,2016,9072,-71.06873803,42.2821634
1000719000,FALSE,FALSE,1-3FAM,*,2120,2021,7000,-71.09974558,42.33031439
1903946040,FALSE,FALSE,1-2FAM,*,2131,2013,5472,-71.12341831,42.28004784
1810688000,FALSE,FALSE,1-2FAM,t,2136,2021,14975,-71.11482034,42.253191
1704475000,FALSE,FALSE,1-2FAM,*,2124,2021,300,-71.06858245,42.28299761
1902557000,FALSE,FALSE,1-2FAM,*,2130,2023,3950,-71.13060698,42.30377358
1902724000,FALSE,TRUE,1Unit,*,2130,2022,1000,-71.128843,42.30372216
1804530000,FALSE,TRUE,1-2FAM,c,2131,2024,5000,-71.12920995,42.2824816
1201807000,FALSE,TRUE,1-3FAM,*,2119,2018,8830,-71.08822631,42.31920559
2006283000,FALSE,FALSE,1-2FAM,*,2132,2022,880,-71.15533273,42.28919635
1903974000,FALSE,FALSE,1-2FAM,*,2131,2017,300,-71.12178828,42.27951599
1600347000,FALSE,FALSE,1-2FAM,*,2122,2023,13996.69,-71.05176327,42.29429296
1903882000,FALSE,TRUE,1-2FAM,c,2131,2024,3500,-71.1203994,42.28481399
1400390000,FALSE,FALSE,1-2FAM,c,2121,2016,850,-71.07489637,42.30934919
2005836000,FALSE,FALSE,1-2FAM,*,2132,2013,6750,-71.14917525,42.28796173
2005842000,FALSE,TRUE,1-2FAM,*,2132,2020,7640,-71.1491298,42.28851826
2101746000,FALSE,FALSE,Multi,c,2135,2023,10400000,-71.14095591,42.34479069
2101643000,FALSE,FALSE,1-2FAM,t,2135,2012,3400,-71.13816341,42.34502455
2101747000,FALSE,FALSE,Multi,c,2134,2024,35000,-71.14070442,42.34463224
1903794000,FALSE,TRUE,1-2FAM,*,2131,2019,22485,-71.12288953,42.28315081
2006028000,FALSE,FALSE,1-2FAM,t,2132,2013,3000,-71.1534178,42.29145604
2006125000,FALSE,FALSE,1-2FAM,*,2132,2018,900,-71.15235054,42.29217103
1808079000,FALSE,FALSE,1-2FAM,*,2136,2015,0,-71.12153816,42.26183303
1704398000,FALSE,TRUE,1-2FAM,t,2124,2022,1500,-71.06570264,42.28236408
1704532000,FALSE,TRUE,Mixed,*,2124,2015,3900,-71.06500945,42.2840904
1605174000,FALSE,TRUE,1-2FAM,*,2124,2013,6000,-71.05549422,42.28088464
1000974000,FALSE,TRUE,1-3FAM,c,2120,2024,299000,-71.10686601,42.33129857
2203020000,FALSE,FALSE,1-3FAM,t,2135,2022,10000,-71.15872732,42.35467567
1300228000,FALSE,FALSE,1-2FAM,*,2125,2017,4800,-71.07107282,42.31891232
1502075000,FALSE,FALSE,3unit,c,2125,2015,5000,-71.07026563,42.30756292
1501537000,FALSE,TRUE,Comm,*,2122,2017,19500,-71.06009022,42.30142786
1500348000,FALSE,FALSE,1-2FAM,*,2122,2011,1250,-71.06077905,42.30868063
1503040000,FALSE,TRUE,1-3FAM,*,2122,2017,37110,-71.06196056,42.30975709
2203827000,FALSE,TRUE,Comm,c,2135,2024,2500,-71.16485391,42.35027894
1001514020,FALSE,TRUE,1-2FAM,*,2120,2013,8250,-71.10479628,42.32631502
2004307000,FALSE,FALSE,1-2FAM,*,2131,2017,4093.6,-71.13958064,42.29303551
1804518000,FALSE,FALSE,1-2FAM,*,2131,2022,300,-71.12913398,42.28429553
1804557000,FALSE,TRUE,1-2FAM,*,2131,2022,250,-71.12964405,42.28434149
1202455010,FALSE,TRUE,1-7FAM,c,2121,2024,212000,-71.08388976,42.3080745
1702826000,FALSE,FALSE,1-2FAM,*,2124,2023,3000,-71.07337836,42.28324908
1702620000,FALSE,TRUE,1-2FAM,*,2124,2016,6652.08,-71.07662449,42.28026996
1810062000,FALSE,FALSE,1-2FAM,*,2136,2024,59973,-71.12266322,42.24628456
1700564000,FALSE,FALSE,Multi,*,2124,2017,850,-71.07503204,42.29254662
1702918000,FALSE,TRUE,1-3FAM,c,2124,2024,6000,-71.07444294,42.28176657
1500071000,FALSE,FALSE,1-2FAM,c,2122,2016,6000,-71.05661562,42.30200844
1500182000,FALSE,FALSE,Comm,c,2122,2022,1000,-71.05693599,42.30387483
1704765000,FALSE,FALSE,1-2FAM,*,2124,2024,18000,-71.06864801,42.28686563
1807031004,FALSE,FALSE,1-2FAM,*,2136,2017,4500,-71.11348569,42.26137544
1704609000,FALSE,TRUE,1-2FAM,*,2124,2023,3600,-71.06719135,42.28457571
1704893000,FALSE,TRUE,1-2FAM,*,2124,2019,1476,-71.06682872,42.28748068
2001944000,FALSE,FALSE,1-2FAM,*,2132,2022,200,-71.14619162,42.27635036
2001844000,TRUE,TRUE,1-2FAM,*,2132,2023,6000,-71.14519461,42.28017482
1810823000,FALSE,FALSE,1-2FAM,*,2136,2022,2000,-71.11089469,42.24933537
1600089000,FALSE,FALSE,1-2FAM,*,2122,2021,1500,-71.05316106,42.30045925
1202241000,FALSE,TRUE,1-2FAM,*,2121,2023,2700,-71.08804931,42.31081801
1202176000,FALSE,TRUE,1-2FAM,*,2121,2018,12000,-71.08678098,42.31244879
2101819000,FALSE,FALSE,Multi,*,2135,2018,400,-71.13998281,42.34796198
1903164000,FALSE,FALSE,1-2FAM,c,2131,2018,4000,-71.12537029,42.28814165
1103486000,FALSE,TRUE,1-2FAM,c,2130,2023,0,-71.1169168,42.30597767
1100447000,FALSE,FALSE,VacLd,b,2119,2019,670,-71.09295725,42.3225821
1502504000,FALSE,FALSE,1-3FAM,*,2125,2022,0,-71.05871057,42.31224264
1302129000,FALSE,TRUE,1-3FAM,*,2125,2024,22350,-71.05870698,42.31402671
1102028000,FALSE,TRUE,Comm,*,2130,2023,4100,-71.1019405,42.31242279
1903117000,FALSE,FALSE,1-2FAM,*,2131,2024,6000,-71.12614408,42.2866254
1903881000,FALSE,FALSE,1-2FAM,*,2131,2022,8000,-71.12035514,42.28470348
1806274000,FALSE,FALSE,Comm,*,2131,2020,3000,-71.11569346,42.28227749
1301827000,FALSE,TRUE,1-3FAM,*,2125,2021,11871,-71.05993108,42.31603699
1301727000,FALSE,FALSE,1-4FAM,t,2125,2023,9240,-71.0646456,42.31586182
1301830000,FALSE,FALSE,1-2FAM,t,2125,2015,850,-71.06025736,42.31592895
2100848000,FALSE,TRUE,Comm,c,2134,2023,38500,-71.13107792,42.35240933
1001071000,TRUE,FALSE,1-2FAM,*,2120,2012,136150,-71.10298647,42.3294921
1001085000,FALSE,FALSE,1-4FAM,*,2120,2023,5000,-71.10210548,42.32896126
1100695000,FALSE,FALSE,1-2FAM,*,2119,2015,1400,-71.09364775,42.32686764
1000837000,FALSE,TRUE,1-3FAM,*,2120,2024,5000,-71.10584027,42.33173393
1001187000,FALSE,FALSE,1-3FAM,*,2120,2016,8550,-71.10374609,42.3304914
1904164000,FALSE,FALSE,1-2FAM,t,2131,2023,2500,-71.12649035,42.28391605
1102838000,FALSE,FALSE,1-2FAM,*,2130,2018,1200,-71.10642747,42.30619763
2102775000,FALSE,FALSE,1-2FAM,*,2135,2022,5000,-71.15258948,42.34481638
1704260000,FALSE,FALSE,1-2FAM,*,2124,2018,8200,-71.06975371,42.27976517
2007020000,FALSE,FALSE,1-2FAM,*,2132,2017,349,-71.16172332,42.29333001
1807632000,FALSE,FALSE,1-2FAM,*,2136,2020,18000,-71.11671766,42.2647786
1702350000,FALSE,TRUE,1-3FAM,*,2124,2024,3000,-71.06873648,42.29947152
1703419000,FALSE,FALSE,1-2FAM,*,2126,2016,12000,-71.07290396,42.27657936
1801313020,FALSE,FALSE,1-2FAM,*,2126,2011,1000,-71.10094425,42.26375185
1100725000,FALSE,FALSE,1-4FAM,t,2119,2022,3853.04,-71.09633373,42.32729335
1100971000,FALSE,TRUE,1-4FAM,*,2119,2014,200,-71.0969168,42.31757588
1000905000,FALSE,TRUE,5unit,c,2120,2020,700,-71.10930402,42.33238445
1901991000,FALSE,TRUE,1-2FAM,*,2130,2016,10000,-71.11584512,42.31625494
1901986000,TRUE,TRUE,Comm,t,2130,2021,400,-71.11426756,42.31581793
1100643000,FALSE,TRUE,1-2FAM,*,2119,2017,4500,-71.09526607,42.32649107
2006533000,FALSE,FALSE,1-2FAM,*,2132,2017,0,-71.15902535,42.28723653
2006565000,FALSE,TRUE,1-2FAM,*,2132,2019,10000,-71.15704837,42.2852934
1001304020,FALSE,TRUE,1-2FAM,*,2120,2020,4300,-71.1031533,42.32749684
1301036000,FALSE,TRUE,1-7FAM,*,2125,2022,4487.4,-71.07124926,42.31640511
1100501010,FALSE,FALSE,1-2FAM,*,2119,2023,6650,-71.09594342,42.32563851
1602358000,FALSE,FALSE,1-3FAM,c,2122,2023,19792.5,-71.04916079,42.29182813
1805285000,FALSE,FALSE,1-2FAM,t,2131,2012,10269,-71.13334133,42.27774195
1301413000,FALSE,TRUE,Multi,*,2125,2021,3000,-71.06228305,42.31555064
1203070000,TRUE,TRUE,VacLd,*,2121,2015,386914,-71.09240507,42.31141299
1801170000,FALSE,FALSE,Comm,*,2126,2018,1600,-71.09721335,42.26595599
1601668000,FALSE,FALSE,1-2FAM,*,2124,2022,18000,-71.06212048,42.29002478
1900626000,FALSE,TRUE,1-2FAM,*,2130,2021,1200,-71.106076,42.3164963
1300966000,FALSE,FALSE,1-2FAM,*,2125,2012,3000,-71.07293184,42.31429552
1702555000,FALSE,FALSE,1-2FAM,*,2124,2014,20300,-71.08002596,42.28035467
1701661000,FALSE,FALSE,1-2FAM,t,2124,2018,2500,-71.0715301,42.28724708
1701303000,FALSE,FALSE,1-2FAM,*,2124,2014,40000,-71.07269846,42.2890132
1600358000,FALSE,FALSE,Comm,c,2122,2022,15000,-71.05341642,42.29558023
2006643001,FALSE,TRUE,1-2FAM,t,2132,2022,9000,-71.15996397,42.28969468
1000664000,FALSE,FALSE,Comm,*,2120,2015,3750,-71.10219182,42.33307206
1202263000,FALSE,FALSE,Multi,c,2121,2022,2910,-71.09071679,42.31118081
1902929000,FALSE,FALSE,Comm,*,2131,2021,35000,-71.12172086,42.29278952
1806961000,FALSE,FALSE,1-2FAM,*,2136,2021,9800,-71.11409639,42.26769107
1807035000,FALSE,TRUE,1-2FAM,*,2136,2022,2267,-71.1136094,42.26220701
1702471000,FALSE,TRUE,1-2FAM,*,2124,2015,23710,-71.06550914,42.29651263
1702512000,FALSE,TRUE,1-2FAM,*,2124,2022,500,-71.08200963,42.28172245
1807025000,FALSE,TRUE,1-2FAM,*,2136,2012,700,-71.11272159,42.26199843
1807499000,FALSE,FALSE,1-3FAM,t,2136,2014,0,-71.10890875,42.26292482
1800226000,FALSE,FALSE,1-2FAM,*,2126,2024,4500,-71.08301131,42.27776375
1702193000,FALSE,FALSE,1-2FAM,*,2124,2012,9471.98,-71.08383123,42.28149432
2102026010,FALSE,TRUE,Multi,*,2135,2022,8500,-71.14230418,42.34111636
1001208000,FALSE,FALSE,1-2FAM,*,2120,2019,400,-71.10491548,42.33076458
1807601000,TRUE,FALSE,1-2FAM,*,2136,2018,9798,-71.11555102,42.26381871
1806308000,FALSE,FALSE,1-2FAM,*,2131,2014,8900,-71.117047,42.28018919
1103193000,FALSE,FALSE,Multi,t,2130,2023,4683.68,-71.11327677,42.30525338
1103016000,FALSE,TRUE,Comm,c,2130,2021,1257,-71.11528623,42.30740433
1202568000,FALSE,TRUE,Other,c,2121,2021,350,-71.08427963,42.31048884
1102334000,FALSE,TRUE,1-2FAM,*,2130,2021,1000,-71.10302733,42.31044737
1807683000,FALSE,FALSE,1-2FAM,*,2136,2019,500,-71.11945436,42.26544641
1810514000,FALSE,TRUE,1-2FAM,*,2136,2019,24000,-71.11745936,42.25018384
1701850000,FALSE,FALSE,1-3FAM,*,2124,2023,2579,-71.07659038,42.28716004
2000796000,FALSE,TRUE,1-2FAM,*,2131,2023,24000,-71.14171704,42.2799177
1801615000,FALSE,TRUE,1-3FAM,c,2126,2018,6850,-71.1000855,42.26556859
1604902000,FALSE,TRUE,1-3FAM,*,2124,2022,5000,-71.064962,42.2814216
1202608000,FALSE,TRUE,Other,*,2121,2017,1500,-71.08369096,42.31277248
1202803000,TRUE,TRUE,1Unit,*,2121,2024,2000,-71.08315353,42.31485211
2000038000,FALSE,FALSE,Comm,*,2131,2022,0,-71.12927574,42.28574764
1704263000,FALSE,TRUE,1-2FAM,*,2124,2023,78416.58,-71.06997137,42.28014904
1302854000,FALSE,FALSE,1-3FAM,t,2125,2017,6000,-71.05600255,42.31463761
2005001000,FALSE,TRUE,1-3FAM,c,2131,2023,10000,-71.13440087,42.2907744
2005178000,FALSE,FALSE,1-2FAM,*,2131,2018,9821,-71.13091163,42.29423618
1904133050,FALSE,TRUE,1-2FAM,*,2131,2019,400,-71.12462427,42.28113864
1701854000,FALSE,FALSE,1-2FAM,*,2124,2014,4650,-71.07624211,42.28637208
1701362000,FALSE,FALSE,1-2FAM,*,2124,2016,2500,-71.07425562,42.28809877
1301709000,FALSE,FALSE,1-3FAM,*,2125,2020,4153,-71.06445796,42.31328405
2006288005,FALSE,TRUE,1-2FAM,*,2132,2023,8000,-71.15389642,42.28924453
1000633000,FALSE,TRUE,1-3FAM,*,2120,2019,18660,-71.10442414,42.33212484
1000876000,FALSE,FALSE,Comm,*,2115,2012,2000,-71.10640078,42.33299654
1806727000,FALSE,TRUE,1-7FAM,t,2131,2023,300,-71.11888977,42.27820126
2006580000,FALSE,FALSE,1-2FAM,*,2132,2021,3000,-71.15950685,42.28456447
1100500030,FALSE,FALSE,Multi,t,2119,2015,2700,-71.0957517,42.32586653
1001566100,FALSE,TRUE,1Unit,t,2120,2023,800,-71.10710406,42.32810431
1001411001,FALSE,TRUE,1-3FAM,*,2115,2015,19000,-71.11022291,42.332807
1001277000,FALSE,FALSE,1-2FAM,*,2120,2017,2900,-71.10243846,42.32650303
1502593000,FALSE,TRUE,Comm,c,2125,2018,197000,-71.05814329,42.30974975
2004539000,FALSE,TRUE,1-2FAM,*,2131,2023,18000,-71.13785447,42.29310449
2004768000,TRUE,TRUE,1-3FAM,t,2131,2018,3750,-71.13562661,42.28856096
1000966000,FALSE,TRUE,1-3FAM,c,2120,2012,34820,-71.10739605,42.33145008
2200633010,FALSE,TRUE,1-3FAM,t,2135,2023,1600,-71.14218191,42.36120412
2006033000,FALSE,TRUE,Multi,t,2132,2021,10000,-71.15333627,42.29079858
2005838000,FALSE,TRUE,1-2FAM,*,2132,2022,7517.34,-71.14892479,42.28768855
2005503000,FALSE,FALSE,1-2FAM,*,2131,2013,1125,-71.13297407,42.28712833
1002094000,FALSE,FALSE,1-2FAM,*,2130,2019,2800,-71.11470854,42.32319998
2004749000,FALSE,TRUE,1-2FAM,*,2131,2023,7000,-71.13909649,42.29060748
1804499000,FALSE,FALSE,1-2FAM,*,2131,2023,4000,-71.12850715,42.28348856
1804643000,FALSE,FALSE,1-2FAM,*,2131,2023,5000,-71.12777731,42.28120247
1701825000,FALSE,FALSE,1-2FAM,*,2124,2023,22350,-71.07702581,42.28622306
1810625000,FALSE,FALSE,1-2FAM,*,2136,2023,1600,-71.11753149,42.25116626
1810977000,FALSE,TRUE,1-2FAM,*,2136,2021,13585,-71.11219573,42.25652488
1904358000,FALSE,TRUE,1-2FAM,*,2131,2014,8600,-71.11381187,42.28732693
2001867000,FALSE,TRUE,1-2FAM,t,2132,2018,15500,-71.1434802,42.27917082
1702681000,FALSE,TRUE,1-2FAM,*,2124,2021,2000,-71.07826499,42.28191561
2010943000,FALSE,FALSE,1-2FAM,*,2132,2022,17606,-71.16017784,42.26181036
1703071000,FALSE,FALSE,1-2FAM,*,2124,2016,700,-71.07722972,42.27968951
1800734000,FALSE,FALSE,1-2FAM,*,2126,2022,2500,-71.0918286,42.27430218
1201916000,FALSE,TRUE,1-2FAM,t,2119,2018,15000,-71.08381042,42.31744211
1805248000,FALSE,TRUE,1-2FAM,*,2131,2022,5000,-71.12952763,42.27417504
1702136000,FALSE,FALSE,VacLd,*,2124,2016,5000,-71.08241043,42.28362579
2008393000,FALSE,FALSE,1-2FAM,*,2132,2011,3688,-71.16421682,42.2825772
1903008000,FALSE,FALSE,1-2FAM,*,2131,2014,8000,-71.12368305,42.29172337
1203006000,FALSE,FALSE,1-2FAM,t,2121,2023,600,-71.09249343,42.31440586
1002012000,FALSE,FALSE,1-3FAM,*,2130,2023,17750,-71.10858933,42.32273773
1800435000,FALSE,TRUE,1-2FAM,*,2126,2020,5055,-71.08314225,42.27990082
1800167000,FALSE,FALSE,1Unit,*,2126,2022,14995.2,-71.08662414,42.27619822
1001279000,FALSE,TRUE,1-3FAM,*,2120,2014,185,-71.10271107,42.32647659
1501907000,FALSE,FALSE,1-3FAM,*,2125,2018,3445.26,-71.06757414,42.30992642
1502927000,FALSE,FALSE,1-3FAM,*,2125,2023,27237.08,-71.0656349,42.3090663
1002016000,FALSE,TRUE,1-3FAM,c,2130,2021,400,-71.10927202,42.32238723
1001898000,FALSE,FALSE,1Unit,*,2130,2024,0,-71.10650327,42.32492346
1000807000,FALSE,FALSE,1-3FAM,*,2120,2020,8000,-71.10515851,42.33198894
1904220000,FALSE,TRUE,1-4FAM,*,2131,2014,4342,-71.12848171,42.2853435
1200915000,FALSE,TRUE,1-2FAM,*,2119,2010,0,-71.07997837,42.31806774
1600500000,FALSE,FALSE,1-3FAM,t,2122,2022,500,-71.05425336,42.29612177
1400367005,FALSE,FALSE,1-2FAM,*,2121,2017,6200,-71.07616476,42.30821034
1702404000,FALSE,FALSE,1-2FAM,*,2124,2017,2600,-71.07076489,42.29694775
1702758000,FALSE,TRUE,1-3FAM,t,2124,2018,3000,-71.0764072,42.28368852
1808577000,FALSE,FALSE,1-2FAM,*,2136,2017,1100,-71.12841382,42.27017021
1702701000,FALSE,TRUE,1-3FAM,*,2124,2024,13000,-71.07779683,42.28167132
1302688030,FALSE,FALSE,1-2FAM,o,2125,2023,2500,-71.05476668,42.31233406
1301533000,FALSE,FALSE,1-2FAM,*,2125,2016,7336,-71.06115632,42.3126664
1103049000,FALSE,TRUE,1-2FAM,*,2130,2021,500,-71.11124985,42.30725159
2008245000,FALSE,TRUE,1-2FAM,o,2132,2012,500,-71.16571314,42.28699002
2010675000,FALSE,FALSE,1-2FAM,*,2132,2012,9000,-71.16983677,42.26863652
2101674000,FALSE,TRUE,Multi,t,2135,2023,1895,-71.13874445,42.34584562
1807281000,FALSE,TRUE,1-2FAM,*,2136,2024,3219.94,-71.11165251,42.26992421
1803626000,FALSE,TRUE,1-3FAM,*,2126,2017,2200,-71.10558555,42.27127409
1903713000,FALSE,FALSE,1-2FAM,*,2131,2022,500,-71.12107406,42.28448086
1103525000,FALSE,FALSE,1-2FAM,*,2130,2016,1200,-71.11788964,42.30586542
1806173000,FALSE,FALSE,1-2FAM,*,2131,2010,1415,-71.113832,42.27957521
2004067000,FALSE,FALSE,1-2FAM,*,2132,2022,18760,-71.15017998,42.29335145
1702816000,FALSE,TRUE,1-4FAM,*,2124,2014,600,-71.075167,42.28291002
1601945007,FALSE,FALSE,1-2FAM,*,2122,2021,45000,-71.05400893,42.29114136
1704359000,FALSE,FALSE,1-2FAM,*,2124,2022,300,-71.07036011,42.28124849
1500332000,FALSE,TRUE,Comm,c,2122,2021,26500,-71.05791585,42.30684472
1701756000,FALSE,TRUE,1-3FAM,b,2124,2022,300,-71.0724805,42.28505949
1701683000,FALSE,FALSE,1-3FAM,*,2124,2016,5000,-71.07576309,42.28796797
1100736000,FALSE,TRUE,1-3FAM,*,2119,2023,3775,-71.09659635,42.32671817
2202195000,FALSE,FALSE,1-3FAM,t,2135,2023,2500,-71.14936963,42.35412327
1302700000,FALSE,FALSE,1-3FAM,t,2125,2016,625,-71.05408933,42.31353076
1806843000,FALSE,FALSE,1-2FAM,*,2131,2014,480,-71.11911633,42.27634785
1904191000,FALSE,FALSE,1-2FAM,*,2131,2019,600,-71.12720549,42.28327144
1804653000,FALSE,FALSE,1-2FAM,*,2131,2019,5000,-71.12820348,42.28066288
1000986000,FALSE,FALSE,1-2FAM,*,2120,2021,300,-71.10856504,42.33091168
1000973000,FALSE,FALSE,1-2FAM,*,2120,2021,500,-71.10697485,42.33132735
1810632000,FALSE,TRUE,1-2FAM,*,2136,2010,0,-71.11655617,42.25115725
1701242000,FALSE,FALSE,1-2FAM,*,2124,2022,5000,-71.06787891,42.29803601
1500798000,FALSE,TRUE,1-2FAM,c,2124,2023,4500,-71.07144643,42.30029489
2006008000,FALSE,TRUE,1-2FAM,*,2132,2023,4860,-71.15407068,42.29096694
2006216000,FALSE,TRUE,1-2FAM,*,2132,2012,1000,-71.14844712,42.29067296
1600388000,FALSE,FALSE,1-3FAM,*,2122,2014,500,-71.05376126,42.29514332
1702911020,FALSE,FALSE,1Unit,*,2124,2018,19500,-71.07550559,42.28187846
1704364000,FALSE,TRUE,1-2FAM,*,2124,2022,10421.52,-71.06738673,42.28226275
1602403000,FALSE,TRUE,1-2FAM,*,2122,2021,2000,-71.04883576,42.29134121
1900982020,FALSE,FALSE,1-2FAM,*,2130,2022,11950,-71.1097941,42.31400017
1702870000,FALSE,TRUE,1-2FAM,*,2124,2016,5973,-71.07489727,42.28223546
1700103000,FALSE,TRUE,1-7FAM,*,2124,2023,3098.72,-71.07281814,42.29735732
1702909000,FALSE,TRUE,1-2FAM,*,2124,2018,32000,-71.07506966,42.28196122
1301044000,FALSE,TRUE,Other,*,2125,2023,832656,-71.07081271,42.31732913
1300260000,TRUE,FALSE,VacLd,c,2125,2016,526,-71.07079765,42.31844323
1702663010,FALSE,FALSE,1-2FAM,*,2124,2019,2500,-71.07607113,42.28130292
2005799000,FALSE,FALSE,Comm,t,2132,2018,19000,-71.14956303,42.28747773
1804747000,FALSE,TRUE,1Unit,*,2131,2015,0,-71.12454217,42.2791533
1806792000,FALSE,FALSE,1-2FAM,*,2131,2012,3000,-71.11889006,42.27599065
2008029000,FALSE,FALSE,1-2FAM,*,2132,2016,1800,-71.16693483,42.286906
2005073000,FALSE,FALSE,1-2FAM,t,2131,2017,7500,-71.13376688,42.29215305
2008748000,FALSE,FALSE,1-2FAM,*,2132,2022,8000,-71.16604251,42.28043992
2007999000,FALSE,TRUE,1-2FAM,*,2132,2022,5500,-71.16695353,42.28817661
2005858000,FALSE,FALSE,1-2FAM,*,2132,2017,20000,-71.15015084,42.289958
2005819000,FALSE,FALSE,1-2FAM,*,2132,2016,4000,-71.1513963,42.28964584
1603788000,FALSE,FALSE,1-3FAM,t,2122,2017,400,-71.05464777,42.2877396
2006310000,FALSE,FALSE,1-2FAM,*,2132,2023,2700,-71.15644665,42.29046769
1808555000,FALSE,TRUE,1-2FAM,*,2136,2018,3000,-71.12883572,42.26818652
1400097000,FALSE,TRUE,1-3FAM,t,2121,2023,5000,-71.07523975,42.30776794
1702654000,FALSE,TRUE,1-2FAM,*,2124,2023,1500,-71.07806672,42.28114747
1000985000,FALSE,FALSE,1-2FAM,*,2120,2014,1000,-71.10869303,42.33080149
1000988000,FALSE,TRUE,1Unit,t,2120,2024,19500,-71.10844992,42.33116133
1600308000,FALSE,FALSE,1-2FAM,*,2122,2010,1000,-71.04992859,42.29342961
1701868000,FALSE,FALSE,1-2FAM,t,2124,2022,6000,-71.07633948,42.28777552
1701695000,FALSE,TRUE,1-3FAM,*,2124,2021,100,-71.07585941,42.28736386
1800421000,FALSE,FALSE,1-2FAM,*,2126,2016,988.7,-71.08445956,42.27862139
1101939010,FALSE,FALSE,1-2FAM,*,2119,2017,400,-71.09243208,42.32100367
2005896000,FALSE,TRUE,1-2FAM,*,2132,2023,3500,-71.14766141,42.28913053
1102924000,TRUE,TRUE,1-2FAM,t,2130,2014,3638,-71.10301378,42.30638779
2008464000,FALSE,FALSE,1-2FAM,*,2132,2020,11000,-71.16939331,42.2863078
1000858000,FALSE,FALSE,Comm,*,2115,2023,4616.55,-71.10550877,42.33359116
1809030000,FALSE,FALSE,1-2FAM,*,2136,2020,25000,-71.1191908,42.25570732
1704619000,FALSE,FALSE,1-2FAM,*,2124,2022,11250,-71.07038335,42.28508973
1704825000,FALSE,FALSE,1-2FAM,t,2124,2020,14300,-71.07075401,42.28906901
1804677000,FALSE,TRUE,1-2FAM,*,2131,2023,1500,-71.12711474,42.28037999
2011198000,FALSE,FALSE,1-2FAM,t,2132,2022,13000,-71.15953009,42.26333223
1102939000,FALSE,FALSE,1-2FAM,t,2130,2022,201.2,-71.10485703,42.30455716
1201022000,FALSE,FALSE,1-2FAM,*,2119,2013,3033,-71.08148019,42.31738717
1202354000,FALSE,TRUE,Multi,*,2121,2019,1550,-71.0912106,42.30971713
1302254000,FALSE,TRUE,1-2FAM,*,2125,2022,6900,-71.05090248,42.30950704
2101826000,FALSE,TRUE,7More,c,2134,2011,4700,-71.13848838,42.34748017
1302188000,FALSE,TRUE,1-3FAM,*,2125,2017,1785,-71.05525024,42.31125279
1001958000,FALSE,TRUE,1-2FAM,*,2130,2016,374,-71.10579743,42.32378822
1000660000,FALSE,FALSE,Comm,t,2120,2021,1000,-71.1025717,42.33322505
2004579010,FALSE,FALSE,1-2FAM,o,2131,2011,4300,-71.14171639,42.28875745
2004753000,FALSE,TRUE,1-2FAM,t,2131,2023,18000,-71.13845031,42.29018735
1807310018,FALSE,TRUE,1-2FAM,*,2136,2023,1000,-71.116533,42.27022466
1804737000,FALSE,FALSE,1-2FAM,*,2131,2013,200,-71.12603088,42.2789931
1604123000,FALSE,FALSE,Comm,c,2124,2019,16300,-71.0501482,42.28361114
1704679000,FALSE,FALSE,1-2FAM,t,2124,2020,14790,-71.06896676,42.28576413
1704627000,FALSE,FALSE,1-2FAM,*,2124,2020,4500,-71.06908828,42.28503973
1704510000,FALSE,TRUE,1-2FAM,*,2124,2011,2500,-71.06840082,42.28349219
2005733000,FALSE,TRUE,Comm,*,2132,2020,703,-71.15098184,42.2871364
1102705000,FALSE,TRUE,1-2FAM,t,2130,2014,1000,-71.10638075,42.30394964
1100399000,FALSE,FALSE,1-2FAM,*,2119,2010,345000,-71.09507862,42.32210187
1804714000,FALSE,FALSE,1-2FAM,*,2131,2015,550,-71.12565422,42.27979287
