Year,j_new_construction,j_renovation,j_occupancy,ownerType,j_zip,valuation,Number_ParID,j_parcel_id,Long,Lat
2022,FALSE,FALSE,1-2FAM,*,2131,19000,1903761000,1903761000,-71.12183483,42.28287795
2020,FALSE,TRUE,1-2FAM,*,2124,27500,1704673000,1704673000,-71.06985243,42.28546066
2021,FALSE,TRUE,1-2FAM,*,2121,34450,1300788000,1300788000,-71.07561526,42.31252761
2022,FALSE,FALSE,1-2FAM,*,2124,1500,1702942000,1702942000,-71.07294289,42.28184401
2010,FALSE,FALSE,1-4FAM,*,2125,200,1501966000,1501966000,-71.06990637,42.31105832
2019,FALSE,TRUE,Comm,*,2115,1865,1002187000,1002187000,-71.1123743,42.32183836
2016,FALSE,TRUE,1-2FAM,*,2125,5000,1302632000,1302632000,-71.05268427,42.31335211
2022,TRUE,FALSE,1-2FAM,*,2130,386900,1002191000,1002191000,-71.11271049,42.32199952
2017,FALSE,TRUE,Multi,*,2120,39682,1001642000,1001642000,-71.11413032,42.32441887
2018,FALSE,TRUE,1-3FAM,*,2125,28015,1301638000,1301638000,-71.06380023,42.31260655
2017,FALSE,FALSE,1-2FAM,*,2132,8000,2007774100,2007774100,-71.16143594,42.28519094
2014,FALSE,FALSE,Comm,t,2119,21000,1101010000,1101010000,-71.09799503,42.31647319
2016,FALSE,TRUE,1-2FAM,c,2125,6000,1301889000,1301889000,-71.05979157,42.31777005
2019,FALSE,TRUE,1-2FAM,*,2132,3000,2006092000,2006092000,-71.15176856,42.29064289
2015,FALSE,FALSE,1-2FAM,*,2131,256.31,2004243000,2004243000,-71.1442045,42.28946107
2021,FALSE,FALSE,1-2FAM,*,2136,250,1807591000,1807591000,-71.11517098,42.26200531
2022,FALSE,FALSE,Other,c,2131,7000,1903722000,1903722000,-71.12251843,42.28444107
2019,FALSE,FALSE,1-2FAM,*,2136,12838,1807594001,1807594001,-71.11496739,42.26224629
2013,FALSE,TRUE,1-2FAM,c,2121,1000,1401407000,1401407000,-71.07231893,42.30144722
2021,FALSE,FALSE,1-2FAM,*,2124,14600,1602965000,1602965000,-71.06212333,42.28803878
2014,FALSE,TRUE,1-2FAM,c,2134,3000,2101007000,2101007000,-71.13549809,42.34935117
2022,FALSE,TRUE,1Unit,*,2126,17587,1802089000,1802089000,-71.1033716,42.27042935
2014,FALSE,TRUE,1-2FAM,*,2121,60,1203113000,1203113000,-71.09115194,42.31158481
2010,FALSE,FALSE,2unit,*,2126,10000,1802141000,1802141000,-71.09485713,42.27362128
2018,FALSE,FALSE,Multi,*,2135,850,2102301000,2102301000,-71.1510232,42.33982678
2012,FALSE,FALSE,1-2FAM,*,2122,2500,1500636000,1500636000,-71.06561135,42.30051992
2017,TRUE,FALSE,1-2FAM,*,2130,7750,1900438010,1900438010,-71.10664512,42.31383776
2020,FALSE,TRUE,1-3FAM,*,2122,10000,1600110000,1600110000,-71.05243257,42.29864452
2022,FALSE,TRUE,1-3FAM,*,2124,12000,1704542000,1704542000,-71.06642421,42.28380931
2021,FALSE,FALSE,1-2FAM,*,2130,10000,1102445000,1102445000,-71.09995286,42.31104123
2018,FALSE,TRUE,1-3FAM,*,2120,22887.5,1000840000,1000840000,-71.10594635,42.33149836
2016,FALSE,TRUE,1-2FAM,*,2124,13400,1704926000,1704926000,-71.0679272,42.28837803
2022,FALSE,TRUE,1-2FAM,*,2132,800,2012188000,2012188000,-71.15189626,42.26147758
2019,FALSE,FALSE,1-2FAM,t,2132,150,2008411000,2008411000,-71.16652858,42.28401088
2017,FALSE,FALSE,1-2FAM,t,2132,15000,2002800000,2002800000,-71.14784376,42.27077567
2018,FALSE,FALSE,1-2FAM,*,2132,5202,2008159000,2008159000,-71.16447025,42.28463344
2021,FALSE,TRUE,Multi,t,2131,6600,1806640000,1806640000,-71.11871658,42.27908834
2022,FALSE,TRUE,7More,c,2131,3200,1806659001,1806659001,-71.11653698,42.2773976
2020,FALSE,FALSE,1-2FAM,*,2132,3698.66,2008492000,2008492000,-71.1706992,42.28727065
2017,FALSE,FALSE,1-2FAM,*,2131,1000,1804746000,1804746000,-71.12457456,42.27897064
2018,FALSE,TRUE,1-2FAM,*,2131,30000,1904132006,1904132006,-71.12420385,42.28072611
2019,FALSE,FALSE,VacLd,*,2119,995,1100496000,1100496000,-71.09372792,42.32288032
2019,FALSE,TRUE,7More,c,2120,21544,1001219000,1001219000,-71.09994826,42.32750004
2016,FALSE,TRUE,1-3FAM,t,2131,15000,2000125000,2000125000,-71.13174404,42.28511175
2022,FALSE,FALSE,1-2FAM,*,2122,6875,1602224000,1602224000,-71.0522372,42.29188025
2020,FALSE,FALSE,Multi,*,2121,300,1400049000,1400049000,-71.07683045,42.30559576
2014,FALSE,FALSE,1-3FAM,*,2122,300,1500435000,1500435000,-71.06105926,42.30648562
2016,FALSE,TRUE,1-4FAM,*,2120,2000,1000960000,1000960000,-71.10813762,42.33164892
2022,TRUE,FALSE,1-2FAM,c,2122,1400000,1602503000,1602503000,-71.04624666,42.29141152
2012,FALSE,FALSE,1-2FAM,*,2126,3389.97,1800762000,1800762000,-71.08498216,42.27869045
2020,FALSE,FALSE,1-2FAM,*,2126,3003,1800673000,1800673000,-71.0872405,42.27686021
2020,FALSE,TRUE,1-2FAM,*,2125,1300,1301848000,1301848000,-71.06079225,42.31659278
2018,FALSE,FALSE,1-3FAM,*,2126,19000,1404011000,1404011000,-71.0882272,42.28212231
2016,FALSE,TRUE,1-4FAM,*,2131,1500,2000855000,2000855000,-71.14037634,42.2784425
2018,FALSE,FALSE,Multi,*,2121,5000,1400087000,1400087000,-71.07621518,42.30694151
2018,FALSE,TRUE,1-3FAM,*,2122,2000,1503082000,1503082000,-71.06347251,42.30934359
2013,FALSE,FALSE,1-3FAM,t,2121,2847,1401415000,1401415000,-71.07239995,42.30021832
2018,FALSE,TRUE,1-2FAM,t,2125,10000,1301490000,1301490000,-71.06043637,42.31457988
2010,FALSE,FALSE,1-2FAM,*,2131,1000,1806198000,1806198000,-71.11478593,42.27972428
2018,FALSE,FALSE,1-2FAM,*,2124,1000,1702181000,1702181000,-71.08431502,42.28202853
2015,FALSE,TRUE,1-2FAM,*,2125,4000,1301835000,1301835000,-71.06108071,42.31601841
2012,FALSE,FALSE,1-2FAM,*,2132,100,2011408000,2011408000,-71.15943757,42.26279236
2010,FALSE,TRUE,1-2FAM,*,2126,7000,1703913000,1703913000,-71.07665872,42.27299225
2014,FALSE,FALSE,1-2FAM,t,2131,5000,2000670000,2000670000,-71.14000666,42.27681597
2022,FALSE,FALSE,1-2FAM,t,2126,6700,1800881000,1800881000,-71.09098259,42.27881974
2019,FALSE,FALSE,1-2FAM,*,2131,7000,2003619000,2003619000,-71.13872554,42.29521015
2014,FALSE,FALSE,1-2FAM,o,2131,23086,1805232000,1805232000,-71.13206784,42.27578668
2021,FALSE,TRUE,1-2FAM,*,2136,6628.1,1810466000,1810466000,-71.11405651,42.24801857
2022,FALSE,FALSE,1-2FAM,*,2126,14283.35,1801968000,1801968000,-71.10101965,42.26914122
2022,FALSE,FALSE,1-2FAM,*,2132,200,2008246000,2008246000,-71.16557665,42.28708762
2022,FALSE,FALSE,1-2FAM,*,2131,1000,1903730000,1903730000,-71.12321534,42.28337151
2014,FALSE,FALSE,VacLd,*,2126,679,1800735000,1800735000,-71.0851522,42.28047437
2022,FALSE,TRUE,1-3FAM,*,2121,4000,1400275000,1400275000,-71.07899366,42.31254239
2021,FALSE,TRUE,1-2FAM,*,2132,44000,2010719000,2010719000,-71.16892083,42.26908951
2022,FALSE,TRUE,Comm,*,2124,13500,1701343000,1701343000,-71.07314266,42.28903429
2018,TRUE,FALSE,VacLd,*,2124,230000,1701701000,1701701000,-71.07529199,42.28669482
2013,FALSE,TRUE,1-2FAM,*,2132,10000,2006094000,2006094000,-71.15157218,42.29038718
2016,FALSE,FALSE,1-2FAM,*,2131,199,2004278000,2004278000,-71.14293814,42.29071484
2013,FALSE,FALSE,1-2FAM,*,2132,2500,2010614000,2010614000,-71.17094171,42.27044976
2013,FALSE,TRUE,1Unit,*,2132,7550,2010731000,2010731000,-71.1695203,42.26896041
2018,FALSE,FALSE,1-3FAM,*,2121,28155.3,1202031000,1202031000,-71.08445631,42.3144487
2021,FALSE,TRUE,1-3FAM,t,2121,1,1400870000,1400870000,-71.08267245,42.30501617
2022,FALSE,TRUE,Multi,*,2121,86903,1203156000,1203156000,-71.0898136,42.31323394
2020,FALSE,TRUE,1-2FAM,*,2121,83900,1202091000,1202091000,-71.08540633,42.31424619
2022,FALSE,TRUE,Mixed,c,2130,8000,1103602001,1103602001,-71.11367191,42.29927273
2019,TRUE,FALSE,1-2FAM,*,2131,280000,1904030000,1904030000,-71.12455054,42.28350415
2017,FALSE,TRUE,1-2FAM,*,2132,850,2007889000,2007889000,-71.16767573,42.28972931
2014,FALSE,FALSE,1-2FAM,*,2130,6700,1001683000,1001683000,-71.10802066,42.32501726
2013,FALSE,FALSE,1-2FAM,*,2124,5000,1700272000,1700272000,-71.07480926,42.29570246
2017,FALSE,TRUE,1-3FAM,t,2125,12500,1300245000,1300245000,-71.07121301,42.31805898
2020,FALSE,TRUE,Mixed,*,2125,300,1302905000,1302905000,-71.05609998,42.3158286
2020,FALSE,FALSE,1-2FAM,*,2136,4497,1808708000,1808708000,-71.12895717,42.26711538
2015,FALSE,TRUE,1-2FAM,*,2122,5900,1603837000,1603837000,-71.05147421,42.2887555
2022,FALSE,TRUE,1-2FAM,*,2124,1000,1702705000,1702705000,-71.07836557,42.28155392
2017,FALSE,TRUE,1-3FAM,*,2125,21000,1300250000,1300250000,-71.0704238,42.31789205
2020,FALSE,FALSE,1-2FAM,*,2131,500,1804735000,1804735000,-71.12581398,42.27865176
2021,FALSE,FALSE,1-2FAM,*,2124,5000,1704633000,1704633000,-71.0681629,42.28502763
2016,FALSE,TRUE,1-2FAM,t,2132,900,2007230000,2007230000,-71.15536773,42.29323533
2019,FALSE,FALSE,1-2FAM,*,2131,500,1806233040,1806233040,-71.11855117,42.28324625
2020,FALSE,FALSE,Comm,*,2125,10000,1502667000,1502667000,-71.06582219,42.31430997
2015,FALSE,FALSE,1-2FAM,*,2124,500,1702829000,1702829000,-71.0728518,42.2833488
2022,TRUE,TRUE,1-2FAM,c,2125,800000,1502511001,1502511001,-71.0580228,42.31240607
2019,FALSE,FALSE,1-2FAM,*,2126,11753,1800117006,1800117006,-71.0875344,42.27193326
2019,FALSE,TRUE,Multi,t,2136,20102,1810386010,1810386010,-71.11704855,42.24622616
2018,FALSE,FALSE,1-2FAM,*,2131,600,2004176000,2004176000,-71.1476051,42.29170268
2016,FALSE,FALSE,1-2FAM,*,2131,2000,2004905000,2004905000,-71.13445001,42.28975568
2010,FALSE,FALSE,Multi,*,2131,1000,2005018000,2005018000,-71.1331436,42.29100573
2021,FALSE,FALSE,1-2FAM,*,2126,165,1802002000,1802002000,-71.10208929,42.26881384
2013,FALSE,FALSE,1-4FAM,*,2124,200,1702499000,1702499000,-71.0801248,42.2820562
2022,FALSE,FALSE,1-2FAM,t,2124,35574,1702153000,1702153000,-71.08309736,42.28265859
2018,FALSE,FALSE,1-3FAM,*,2131,2899.68,1806618000,1806618000,-71.11924827,42.28174635
2018,FALSE,FALSE,1Unit,*,2131,20340,1903430000,1903430000,-71.12065202,42.29175983
2022,FALSE,TRUE,1-3FAM,*,2130,1500,1900921020,1900921020,-71.11228944,42.31629512
2019,FALSE,TRUE,1-2FAM,*,2130,2500,1900750000,1900750000,-71.11131244,42.31781601
2021,FALSE,TRUE,1-2FAM,t,2130,31080,1001966000,1001966000,-71.10709646,42.32386837
2021,FALSE,FALSE,1-3FAM,*,2119,25000,1101793000,1101793000,-71.09296081,42.31779637
2021,FALSE,TRUE,1-2FAM,*,2132,29100,2010718000,2010718000,-71.16915863,42.26914971
2020,FALSE,FALSE,1-3FAM,*,2136,1500,1810211001,1810211001,-71.12086158,42.24670261
2014,FALSE,FALSE,1-2FAM,*,2131,5000,1904208000,1904208000,-71.12668159,42.28511228
2017,FALSE,FALSE,1-2FAM,*,2126,1807,1802025000,1802025000,-71.1014757,42.27019484
2021,FALSE,TRUE,1-2FAM,*,2126,845,1802097000,1802097000,-71.10417748,42.27026592
2013,FALSE,TRUE,1-2FAM,*,2126,2086,1800766000,1800766000,-71.08543486,42.27832164
2021,FALSE,FALSE,1-2FAM,*,2126,9000,1800849000,1800849000,-71.08748723,42.27931307
2017,FALSE,FALSE,1-2FAM,*,2130,7605,1001938000,1001938000,-71.10686446,42.32412291
2017,FALSE,FALSE,1-2FAM,*,2132,4000,2006037000,2006037000,-71.15372613,42.29130329
2021,FALSE,FALSE,1-2FAM,*,2132,5135,2007340000,2007340000,-71.15846446,42.2940672
2017,FALSE,FALSE,1-3FAM,*,2125,5000,1302644000,1302644000,-71.05240468,42.3146467
2011,FALSE,FALSE,Comm,*,2119,1655,1100453000,1100453000,-71.09229037,42.32296002
2020,FALSE,FALSE,1-4FAM,t,2125,27450,1301729000,1301729000,-71.06475455,42.31551482
2012,FALSE,TRUE,1-2FAM,*,2125,25000,1301788000,1301788000,-71.06136356,42.31652754
2018,FALSE,FALSE,Comm,*,2124,2500,1704522010,1704522010,-71.0661817,42.28431397
2014,FALSE,TRUE,1-7FAM,*,2124,11000,1704293000,1704293000,-71.07065336,42.28149632
2011,FALSE,FALSE,1-2FAM,*,2132,5000,2006924000,2006924000,-71.1670262,42.2903438
2015,FALSE,FALSE,1-2FAM,*,2132,14900,2006750000,2006750000,-71.16639841,42.28906309
2018,FALSE,FALSE,Comm,t,2131,3900,1904154000,1904154000,-71.12537499,42.28442642
2022,FALSE,FALSE,Comm,*,2131,6000,1804563001,1804563001,-71.13103768,42.28348339
2021,FALSE,FALSE,1-3FAM,*,2125,3341,1302265000,1302265000,-71.05150807,42.30950255
2022,FALSE,FALSE,Other,*,2136,27000,1808258000,1808258000,-71.12541741,42.26510025
2020,FALSE,TRUE,1-2FAM,*,2124,5000,1704311000,1704311000,-71.06835771,42.28264296
2019,FALSE,FALSE,1-2FAM,*,2124,12900,1704245000,1704245000,-71.06967081,42.28038193
2018,FALSE,FALSE,1-2FAM,c,2136,13300,1807006000,1807006000,-71.1119438,42.26163398
2019,FALSE,FALSE,1-2FAM,*,2124,500,1702517000,1702517000,-71.07989576,42.28158644
2011,FALSE,FALSE,1-2FAM,*,2135,6200,2203076000,2203076000,-71.16155966,42.35379954
2020,FALSE,TRUE,Comm,t,2119,850,1100358000,1100358000,-71.09219693,42.32170429
2010,FALSE,FALSE,1Unit,t,2135,200,2202786000,2202786000,-71.16002529,42.35695332
2021,FALSE,FALSE,1-2FAM,*,2121,5260,1202642000,1202642000,-71.08263809,42.311716
2020,FALSE,FALSE,Mixed,c,2121,400,1202670000,1202670000,-71.08117374,42.31170565
2014,FALSE,FALSE,2unit,*,2135,875,2205345000,2205345000,-71.14848365,42.34587977
2016,FALSE,FALSE,1-2FAM,*,2132,8000,2007222000,2007222000,-71.15496056,42.29329136
2021,FALSE,FALSE,Comm,*,2135,2500,2101715000,2101715000,-71.13969265,42.34477824
2022,FALSE,FALSE,1-2FAM,*,2132,1000,2011280000,2011280000,-71.15846024,42.26404383
2021,FALSE,TRUE,1-2FAM,*,2124,24000,1704895000,1704895000,-71.06666628,42.28712775
2020,FALSE,FALSE,1-2FAM,t,2124,1248,1704927000,1704927000,-71.06682011,42.28872071
2015,FALSE,TRUE,1-3FAM,c,2134,11500,2100764000,2100764000,-71.12731756,42.35173059
2020,FALSE,TRUE,1-2FAM,*,2124,300,1701042000,1701042000,-71.06913352,42.2955853
2022,FALSE,FALSE,1-2FAM,*,2124,10805,1702662004,1702662004,-71.07616259,42.28142282
2019,FALSE,TRUE,1-2FAM,*,2125,2000,1503197000,1503197000,-71.05572344,42.31134304
2013,FALSE,FALSE,1-2FAM,*,2135,1500,2202042000,2202042000,-71.14757448,42.35313524
2012,FALSE,FALSE,6unit,t,2115,5000,1000852000,1000852000,-71.10585202,42.3333409
2018,FALSE,FALSE,1-2FAM,*,2132,14000,2008409000,2008409000,-71.1662823,42.28380463
2019,FALSE,FALSE,1-2FAM,*,2132,4000,2008112000,2008112000,-71.16223179,42.28386444
2022,TRUE,FALSE,1-3FAM,*,2124,350000,1702180000,1702180000,-71.084225,42.28214839
2019,FALSE,FALSE,Comm,c,2135,1000,2101736000,2101736000,-71.14195829,42.34433644
2018,FALSE,FALSE,1-2FAM,t,2131,24795,1903540000,1903540000,-71.12303892,42.28708783
2020,FALSE,TRUE,Multi,c,2121,937635.44,1203114000,1203114000,-71.0911738,42.31139379
2018,FALSE,TRUE,1-2FAM,*,2121,100,1400458000,1400458000,-71.0805519,42.31060225
2020,FALSE,FALSE,1-2FAM,*,2130,16500,1904651000,1904651000,-71.1146838,42.29698265
2019,FALSE,TRUE,1-3FAM,*,2124,23800,1702756000,1702756000,-71.07619346,42.28345768
2021,FALSE,TRUE,1-3FAM,t,2124,33647,1701754000,1701754000,-71.07218864,42.28481605
2016,FALSE,TRUE,1-2FAM,*,2124,21224,1500728000,1500728000,-71.0714105,42.29931257
2016,FALSE,FALSE,1-2FAM,*,2124,4500,1701292000,1701292000,-71.07174237,42.2887935
2019,FALSE,FALSE,1-2FAM,*,2125,22925,1301878000,1301878000,-71.05974616,42.31752941
2020,FALSE,TRUE,1-2FAM,*,2132,50846,2008333000,2008333000,-71.16194584,42.2814853
2020,FALSE,TRUE,1-3FAM,*,2131,263000,1903442000,1903442000,-71.12077275,42.29300078
2018,FALSE,TRUE,Comm,*,2135,14910,2101735000,2101735000,-71.14187139,42.34422617
2016,FALSE,FALSE,1-2FAM,*,2136,347.5,1807316003,1807316003,-71.1178455,42.27162399
2013,FALSE,FALSE,1-2FAM,*,2126,13100,1802117000,1802117000,-71.10390605,42.27060143
2016,FALSE,TRUE,1-2FAM,*,2126,374,1803092000,1803092000,-71.09751399,42.27777457
2020,FALSE,FALSE,1-2FAM,*,2124,3959.1,1704287000,1704287000,-71.06897299,42.28014182
2011,FALSE,FALSE,Comm,*,2132,1419,2001650000,2001650000,-71.15455388,42.28436912
2021,FALSE,TRUE,Comm,*,2132,97000,2005730000,2005730000,-71.15181735,42.28721303
2019,FALSE,FALSE,1-3FAM,*,2131,1500,1903419001,1903419001,-71.12132734,42.2921242
2018,FALSE,TRUE,1-7FAM,t,2134,2170.63,2101690000,2101690000,-71.13845864,42.34671145
2020,FALSE,FALSE,1-2FAM,*,2134,11422.24,2101616004,2101616004,-71.13639906,42.34537074
2021,FALSE,TRUE,1-2FAM,*,2136,1439,1806914020,1806914020,-71.11813249,42.27602586
2016,FALSE,TRUE,1-2FAM,*,2131,825.17,1806851000,1806851000,-71.11696673,42.27620332
2016,FALSE,FALSE,Multi,*,2126,630,1802918000,1802918000,-71.09900468,42.27819688
2018,FALSE,TRUE,1-3FAM,*,2125,500,1302083000,1302083000,-71.05726141,42.31489286
2020,FALSE,TRUE,1-2FAM,*,2125,2099,1301881000,1301881000,-71.06023487,42.31761743
2021,FALSE,TRUE,1-2FAM,*,2130,15650,1103753000,1103753000,-71.11076026,42.29940044
2020,FALSE,TRUE,1-3FAM,*,2120,100,1001271000,1001271000,-71.10088003,42.32668173
2019,FALSE,FALSE,Multi,*,2121,5169,1401332000,1401332000,-71.07270419,42.30267996
2018,FALSE,TRUE,1-2FAM,*,2124,12000,1600857000,1600857000,-71.06293762,42.29710761
2018,FALSE,TRUE,1-7FAM,t,2120,250,1000867000,1000867000,-71.10575282,42.33268169
2017,FALSE,TRUE,1-2FAM,t,2120,2500,1000620000,1000620000,-71.10306537,42.33154117
2016,FALSE,TRUE,1-2FAM,*,2125,0.01,1502510000,1502510000,-71.05807947,42.31220766
2022,FALSE,FALSE,1-2FAM,t,2136,400,1807049000,1807049000,-71.11463464,42.26382569
2022,FALSE,FALSE,1-2FAM,*,2136,89872,1807196000,1807196000,-71.11184475,42.26646184
2019,FALSE,FALSE,1-2FAM,*,2131,1527,2004346000,2004346000,-71.14576041,42.29262054
2010,FALSE,FALSE,1-2FAM,*,2124,16343,1702866000,1702866000,-71.07558109,42.28210167
2021,FALSE,TRUE,1Unit,t,2119,48000,1100715000,1100715000,-71.09380319,42.32555231
2022,FALSE,FALSE,1-2FAM,*,2130,5000,1103494000,1103494000,-71.11822891,42.30623002
2013,FALSE,TRUE,1-2FAM,*,2125,6279,1301699000,1301699000,-71.06482568,42.31443689
2022,FALSE,TRUE,1-3FAM,*,2125,7200,1302141000,1302141000,-71.05729895,42.31359378
2017,FALSE,FALSE,1-2FAM,t,2132,36100,2005854000,2005854000,-71.15061593,42.28997
2016,FALSE,FALSE,Multi,c,2134,2200,2101049000,2101049000,-71.13377579,42.34986503
2015,TRUE,TRUE,1-2FAM,*,2136,1700,1810819000,1810819000,-71.11104332,42.24988312
2018,FALSE,FALSE,1-2FAM,*,2131,10000,1804688000,1804688000,-71.12580459,42.28057536
2016,FALSE,TRUE,1Unit,*,2131,471,1804699000,1804699000,-71.12691562,42.279617
2015,FALSE,TRUE,1-2FAM,*,2136,4000,1806947000,1806947000,-71.11499801,42.26556061
2022,FALSE,TRUE,Comm,c,2124,300,1701054000,1701054000,-71.07183751,42.29531764
2016,FALSE,FALSE,1-2FAM,t,2132,700,2002612002,2002612002,-71.14817517,42.27469952
2011,FALSE,FALSE,1-2FAM,*,2126,5000,1801355000,1801355000,-71.10160605,42.26131965
2010,FALSE,FALSE,1-2FAM,*,2136,4675.5,1806903000,1806903000,-71.11861183,42.27425682
2015,FALSE,TRUE,1-3FAM,*,2124,14500,1702342000,1702342000,-71.06992805,42.29913222
2021,FALSE,FALSE,1-2FAM,*,2124,4000,1701069000,1701069000,-71.06626155,42.29618104
2020,FALSE,FALSE,1-2FAM,*,2119,11160,1200395000,1200395000,-71.07799556,42.32182216
2019,FALSE,TRUE,Comm,t,2130,15000,1901534000,1901534000,-71.12049667,42.30924578
2022,FALSE,FALSE,1-2FAM,*,2122,10000,1602467000,1602467000,-71.04686553,42.28957992
2015,FALSE,FALSE,1-2FAM,*,2121,9800,1400264000,1400264000,-71.07808069,42.3118183
2021,FALSE,FALSE,Comm,*,2131,2500,2004420000,2004420000,-71.14157814,42.29246065
2017,FALSE,FALSE,1-2FAM,*,2122,3500,1602187000,1602187000,-71.0517394,42.28942983
2021,FALSE,TRUE,1-2FAM,*,2131,10739.09,1805866000,1805866000,-71.12970053,42.27173268
2019,FALSE,FALSE,1-2FAM,*,2125,11250,1302153000,1302153000,-71.05844955,42.31334261
2021,FALSE,FALSE,1-2FAM,*,2136,32671,1810861000,1810861000,-71.11211908,42.25293484
2019,FALSE,FALSE,1-2FAM,*,2136,400,1808721002,1808721002,-71.12778888,42.26599805
2013,FALSE,TRUE,1-3FAM,c,2120,20000,1000802000,1000802000,-71.1054099,42.33198376
2010,FALSE,FALSE,Comm,*,2125,7000,1303156001,1303156001,-71.05279095,42.31881515
2019,FALSE,FALSE,1-3FAM,*,2119,13730,1200769000,1200769000,-71.08112019,42.31982433
2019,TRUE,FALSE,1-2FAM,*,2131,9740,2004341007,2004341007,-71.1455054,42.29123693
2022,FALSE,FALSE,1-2FAM,*,2124,39773,1702313000,1702313000,-71.0679299,42.29940636
2012,FALSE,FALSE,1-2FAM,*,2124,3000,1702683000,1702683000,-71.07797789,42.28197288
2022,FALSE,TRUE,1-2FAM,*,2131,2000,2001256001,2001256001,-71.1405876,42.28435508
2019,FALSE,FALSE,1-2FAM,*,2124,15000,1702706000,1702706000,-71.07850366,42.28152484
2020,FALSE,FALSE,1-3FAM,*,2125,22795,1300215000,1300215000,-71.07183148,42.31794808
2019,FALSE,FALSE,1-2FAM,*,2131,11394.8,1805809000,1805809000,-71.12943256,42.27297767
2011,FALSE,FALSE,Comm,c,2124,6000,1704522020,1704522020,-71.06573878,42.28435137
2015,FALSE,TRUE,1-2FAM,*,2124,1000,1703512000,1703512000,-71.06413103,42.27384734
2017,FALSE,TRUE,1-2FAM,*,2120,1000,1000989000,1000989000,-71.10842873,42.3313406
2012,FALSE,TRUE,1-2FAM,*,2135,3900,2202947000,2202947000,-71.16148993,42.35644081
2018,FALSE,FALSE,1-2FAM,*,2125,12000,1301017020,1301017020,-71.07274434,42.31386654
2016,FALSE,FALSE,Mixed,*,2104,2250,1702663030,1702663030,-71.07629792,42.28115328
2016,FALSE,FALSE,1-2FAM,*,2126,17500,1800265000,1800265000,-71.07836082,42.27652018
2020,FALSE,FALSE,1-2FAM,*,2126,5000,1800503000,1800503000,-71.08178154,42.27915682
2017,FALSE,TRUE,1-2FAM,*,2126,2117,1800437000,1800437000,-71.08290064,42.28005653
2017,FALSE,TRUE,1-2FAM,*,2130,1000,1900999000,1900999000,-71.10898675,42.31603775
2022,FALSE,FALSE,1-2FAM,*,2136,7000,1807044000,1807044000,-71.11424617,42.26320313
2017,FALSE,FALSE,VacLd,c,2120,7800,1000007000,1000007000,-71.09777056,42.33209881
2016,FALSE,FALSE,Multi,c,2120,1203.12,1000100000,1000100000,-71.10257673,42.33452795
2022,FALSE,TRUE,1-2FAM,t,2130,42000,1902067000,1902067000,-71.11550661,42.31898094
2022,FALSE,TRUE,1-2FAM,*,2126,2773.6,1800116005,1800116005,-71.08635743,42.27430281
2018,FALSE,TRUE,1-2FAM,t,2122,130000,1500120000,1500120000,-71.05693631,42.30251365
2020,FALSE,FALSE,1-3FAM,c,2131,8500,1903294000,1903294000,-71.1236535,42.28950375
2020,FALSE,FALSE,1-2FAM,*,2136,2331,1807160000,1807160000,-71.11341419,42.26795933
2012,FALSE,TRUE,1-3FAM,*,2125,400,1302056000,1302056000,-71.05805541,42.31590748
2014,FALSE,TRUE,Multi,c,2134,500,2100908000,2100908000,-71.13281663,42.35075865
2022,FALSE,TRUE,1-2FAM,t,2136,10000,1810847000,1810847000,-71.11001408,42.2505251
2021,FALSE,FALSE,1-2FAM,*,2132,15000,2006301000,2006301000,-71.15624405,42.29021233
2015,FALSE,FALSE,1-2FAM,*,2131,25001,1904055000,1904055000,-71.12542816,42.28246614
2017,FALSE,FALSE,1-2FAM,*,2131,8500,1804708000,1804708000,-71.12645961,42.27929641
2020,FALSE,TRUE,1-2FAM,*,2124,10616,1702915001,1702915001,-71.07533274,42.28159142
2021,FALSE,FALSE,1-2FAM,*,2136,9105,1807634008,1807634008,-71.11590681,42.26627716
2016,FALSE,TRUE,1-3FAM,*,2132,5000,2002999000,2002999000,-71.15316969,42.26593043
2018,FALSE,FALSE,1-2FAM,*,2125,199,1501889000,1501889000,-71.0692656,42.3086405
2020,FALSE,TRUE,1-2FAM,*,2122,40000,1500211000,1500211000,-71.05821178,42.30335354
2015,FALSE,TRUE,1-2FAM,c,2124,31000,1602907000,1602907000,-71.05819804,42.28983428
2018,FALSE,FALSE,1-2FAM,*,2136,5233,1807518000,1807518000,-71.11748523,42.26135079
2020,FALSE,TRUE,1-3FAM,*,2125,3000,1301744000,1301744000,-71.06691234,42.31476107
2012,FALSE,FALSE,1-2FAM,*,2126,9963,1801210000,1801210000,-71.09796179,42.26501161
2022,FALSE,FALSE,Comm,*,2124,2500,1700696060,1700696060,-71.07188651,42.29046752
2015,FALSE,FALSE,1-2FAM,t,2132,13000,2005959000,2005959000,-71.15216832,42.28798002
2021,FALSE,TRUE,1-2FAM,*,2131,12000,1904027000,1904027000,-71.12515992,42.28420212
2022,FALSE,FALSE,1-2FAM,*,2131,10000,1804524000,1804524000,-71.12929088,42.28330215
2019,FALSE,FALSE,1-2FAM,*,2131,14950,1903100000,1903100000,-71.126409,42.28593487
2011,FALSE,FALSE,1-3FAM,*,2124,200,1702234000,1702234000,-71.08262704,42.28116612
2021,FALSE,TRUE,1-2FAM,*,2124,15500,1702496010,1702496010,-71.08047433,42.28222288
