Year,j_new_construction,j_renovation,j_occupancy,ownerType,j_zip,valuation,Number_ParID,j_parcel_id,Long,Lat
2011,FALSE,TRUE,1-3FAM,*,2131,2100,2001393000,2001393000,-71.1437184,42.28634877
2019,FALSE,FALSE,1Unit,c,2126,229,1804287000,1804287000,-71.10839081,42.26285628
2019,FALSE,TRUE,1-2FAM,c,2124,1567.7,1404449000,1404449000,-71.09129701,42.28988165
2013,FALSE,FALSE,VacLd,c,2122,3600,1501594000,1501594000,-71.06148035,42.30318997
2020,FALSE,FALSE,1-3FAM,*,2125,5000,1303228000,1303228000,-71.05615622,42.31907578
2014,FALSE,FALSE,1-2FAM,*,2126,13000,1703983000,1703983000,-71.07290725,42.27505751
2019,FALSE,TRUE,1-4FAM,*,2130,43304.45,1901460000,1901460000,-71.11822798,42.30855303
2020,FALSE,TRUE,1-2FAM,*,2130,300,1002687000,1002687000,-71.10450827,42.31985625
2017,FALSE,FALSE,1-3FAM,t,2130,7000,1002700000,1002700000,-71.10534723,42.32098985
2011,FALSE,FALSE,1-2FAM,*,2135,7082,2205563000,2205563000,-71.16449402,42.34437821
2022,FALSE,TRUE,1-2FAM,*,2130,850,1902313011,1902313011,-71.13017886,42.31111872
2015,FALSE,TRUE,1-2FAM,t,2130,3500,1902285000,1902285000,-71.12857404,42.31214154
2022,FALSE,TRUE,1-2FAM,*,2135,1800,2205639000,2205639000,-71.16371445,42.34620749
2021,FALSE,TRUE,Comm,c,2130,42500,1102247000,1102247000,-71.10407535,42.31102437
2013,FALSE,FALSE,1-2FAM,t,2122,4468,1503030000,1503030000,-71.06227374,42.30894357
2022,FALSE,TRUE,1-2FAM,*,2122,3500,1603197000,1603197000,-71.05514892,42.28691859
2020,FALSE,FALSE,1-2FAM,*,2130,18998,1901459000,1901459000,-71.11858616,42.30850835
2013,FALSE,FALSE,1-2FAM,t,2131,6000,2003641001,2003641001,-71.14414907,42.29341137
2022,FALSE,FALSE,1-2FAM,*,2131,12850,1904354000,1904354000,-71.11343579,42.28768459
2021,FALSE,FALSE,1-2FAM,*,2126,1000,1804038001,1804038001,-71.10853023,42.26933925
2021,FALSE,FALSE,1-2FAM,*,2136,28745.36,1808566000,1808566000,-71.12793319,42.26953577
2015,FALSE,TRUE,1Unit,c,2119,1000,1101695000,1101695000,-71.0947249,42.31677869
2015,FALSE,FALSE,1-2FAM,*,2135,2089,2205580000,2205580000,-71.16475351,42.34366441
2013,FALSE,TRUE,1-3FAM,c,2126,2000,1404196000,1404196000,-71.08758673,42.29721169
2019,FALSE,FALSE,1-2FAM,*,2124,400,1403731000,1403731000,-71.08411089,42.28470953
2018,FALSE,TRUE,1-2FAM,*,2131,351300,2005127000,2005127000,-71.13583536,42.29390068
2010,FALSE,TRUE,1-2FAM,*,2131,2500,2005493000,2005493000,-71.13085656,42.28904945
2017,FALSE,TRUE,1-2FAM,*,2132,82480,2011999000,2011999000,-71.15360449,42.2608377
2016,FALSE,FALSE,Multi,*,2126,7500,1803958000,1803958000,-71.10714838,42.26718641
2015,FALSE,FALSE,1-2FAM,*,2124,10263,1701472000,1701472000,-71.0767896,42.28896266
2021,FALSE,TRUE,1-2FAM,*,2136,7161,1810582000,1810582000,-71.11844379,42.24921568
2022,FALSE,TRUE,1-3FAM,*,2124,43120,1701539000,1701539000,-71.07728279,42.29015468
2022,FALSE,FALSE,1-2FAM,*,2131,40000,2000444000,2000444000,-71.13547384,42.28290705
2011,FALSE,FALSE,1-2FAM,*,2131,500,2001132000,2001132000,-71.1371296,42.28314577
2021,FALSE,TRUE,1-2FAM,*,2132,29500,2009727000,2009727000,-71.16414413,42.26913186
2016,FALSE,FALSE,1-2FAM,*,2126,424,1803543000,1803543000,-71.10834858,42.2702224
2021,FALSE,TRUE,1-2FAM,c,2215,16900,2100265000,2100265000,-71.10509352,42.34790113
2020,FALSE,FALSE,1-2FAM,*,2125,24500,1300888000,1300888000,-71.07349331,42.31386906
2020,FALSE,TRUE,1-3FAM,t,2124,14000,1404563000,1404563000,-71.09323958,42.28663082
2022,FALSE,TRUE,Mixed,*,2124,1400,1404516000,1404516000,-71.09097669,42.28683827
2015,FALSE,FALSE,1-2FAM,*,2122,699,1602016000,1602016000,-71.05622313,42.29237792
2019,FALSE,FALSE,1-2FAM,*,2132,1200,2004107000,2004107000,-71.15090273,42.29307397
2015,FALSE,TRUE,1-2FAM,t,2132,11986.4,2003729000,2003729000,-71.13938383,42.29393263
2021,FALSE,TRUE,1-2FAM,t,2119,8500,1101249000,1101249000,-71.10084529,42.31750815
2015,FALSE,TRUE,1-3FAM,*,2122,400,1501613000,1501613000,-71.06206472,42.30604874
2022,FALSE,FALSE,1-2FAM,*,2136,18590,1809859003,1809859003,-71.12475134,42.24213666
2019,FALSE,TRUE,1-2FAM,*,2125,2687.8,1300890010,1300890010,-71.07405477,42.313919
2021,FALSE,FALSE,1-3FAM,*,2131,300,1804815000,1804815000,-71.12380368,42.27595649
2022,TRUE,TRUE,1-2FAM,*,2126,2500,1703763000,1703763000,-71.07238071,42.27335733
2021,FALSE,TRUE,1-2FAM,t,2126,2000,1703760000,1703760000,-71.07216447,42.27278662
2019,FALSE,TRUE,1-2FAM,*,2122,500,1603385000,1603385000,-71.05532336,42.28521015
2022,FALSE,FALSE,1-2FAM,t,2131,8000,1904375000,1904375000,-71.11360934,42.28664296
2020,FALSE,TRUE,1-2FAM,t,2125,500000,1303360000,1303360000,-71.05457688,42.31972599
2010,FALSE,FALSE,1-2FAM,*,2131,3000,1804572000,1804572000,-71.13064077,42.2826951
2012,FALSE,FALSE,Multi,*,2124,16000,1701551000,1701551000,-71.07547163,42.29091399
2019,FALSE,FALSE,1-2FAM,*,2125,500,1501917000,1501917000,-71.06881774,42.31008433
2020,FALSE,FALSE,1-2FAM,*,2126,2750,1800402000,1800402000,-71.07837748,42.27491585
2016,FALSE,FALSE,1-2FAM,*,2132,8425,2006651000,2006651000,-71.15813823,42.28867616
2011,FALSE,TRUE,1-2FAM,*,2132,2000,2006677001,2006677001,-71.16240854,42.28721046
2019,FALSE,FALSE,1-2FAM,*,2130,3000,1901467000,1901467000,-71.11804597,42.30778723
2020,FALSE,TRUE,1-2FAM,*,2467,54500,2003851000,2003851000,-71.14406422,42.2977172
2010,FALSE,FALSE,1-2FAM,*,2136,1500,1810205000,1810205000,-71.1200065,42.24633025
2016,FALSE,TRUE,1Unit,*,2130,13000,1901474001,1901474001,-71.11808718,42.30720353
2020,FALSE,TRUE,1-3FAM,o,2125,12480,1302331000,1302331000,-71.04670371,42.31035249
2016,FALSE,FALSE,1-2FAM,*,2130,11300,1904879000,1904879000,-71.11704355,42.29249643
2015,FALSE,FALSE,1-2FAM,*,2126,8610,1804275000,1804275000,-71.10812355,42.26580717
2021,FALSE,FALSE,1-2FAM,*,2124,6500,1404206000,1404206000,-71.08806441,42.29766064
2010,FALSE,FALSE,1-2FAM,*,2122,4000,1601894000,1601894000,-71.05535844,42.29308031
2010,FALSE,FALSE,1-2FAM,*,2132,4700,2009954000,2009954000,-71.16577463,42.26728453
2015,FALSE,FALSE,1-2FAM,*,2130,5920,1901510000,1901510000,-71.11735097,42.30822537
2011,FALSE,FALSE,1-2FAM,*,2130,300,1103555000,1103555000,-71.11620608,42.30735433
2021,FALSE,TRUE,1-2FAM,*,2126,700,1800054022,1800054022,-71.08308077,42.27032435
2018,FALSE,FALSE,1-2FAM,t,2132,900,2004121000,2004121000,-71.1543384,42.29434018
2012,FALSE,TRUE,1-2FAM,*,2467,1050,2003917000,2003917000,-71.14634336,42.29709172
2018,FALSE,TRUE,Comm,t,2135,135000,2205302000,2205302000,-71.16117596,42.34034732
2015,FALSE,FALSE,1-3FAM,*,2122,15000,1600767000,1600767000,-71.06194647,42.29974271
2012,FALSE,TRUE,1-3FAM,*,2130,25158,1102210000,1102210000,-71.10514999,42.31173115
2021,FALSE,TRUE,1-2FAM,*,2132,165,2009917000,2009917000,-71.16478143,42.26752919
2017,FALSE,TRUE,Multi,*,2136,7600,1806778000,1806778000,-71.12055985,42.27195462
2018,FALSE,TRUE,1-2FAM,*,2130,1200,1904869000,1904869000,-71.11686175,42.29358459
2012,FALSE,TRUE,1-2FAM,t,2119,1000,1101022010,1101022010,-71.09928472,42.31673687
2021,FALSE,FALSE,1-2FAM,*,2126,3000,1703342000,1703342000,-71.07108168,42.27412724
2022,FALSE,FALSE,1-3FAM,t,2130,6998,1905040000,1905040000,-71.11710659,42.28970659
2022,FALSE,TRUE,1-2FAM,*,2132,10059.56,2010233000,2010233000,-71.16319927,42.26523055
2019,FALSE,TRUE,1-2FAM,*,2131,6880,1904412000,1904412000,-71.11307128,42.2866468
2021,FALSE,TRUE,1-3FAM,*,2124,600,1403627000,1403627000,-71.08521905,42.28498868
2014,FALSE,FALSE,1-3FAM,c,2124,30000,1403566000,1403566000,-71.0861314,42.28503571
2021,FALSE,FALSE,1-2FAM,*,2124,10000,1403657000,1403657000,-71.08502385,42.28677322
2022,FALSE,TRUE,1-2FAM,*,2136,500,1804006000,1804006000,-71.10853997,42.26892858
2021,FALSE,TRUE,1-2FAM,*,2126,54500,1704012004,1704012004,-71.07467533,42.27375907
2022,FALSE,FALSE,1-2FAM,*,2124,5000,1703732000,1703732000,-71.07075225,42.2726998
2022,FALSE,TRUE,1-3FAM,*,2130,1676207,1901494000,1901494000,-71.11626139,42.30766081
2014,FALSE,TRUE,1-2FAM,c,2130,20000,1901505000,1901505000,-71.11690071,42.30864482
2022,FALSE,FALSE,1-3FAM,*,2124,800,1702112000,1702112000,-71.08203519,42.28367637
2015,FALSE,TRUE,1-2FAM,*,2130,25000,1900035010,1900035010,-71.10492824,42.31738248
2022,FALSE,FALSE,1-2FAM,*,2130,30325,1905042001,1905042001,-71.11753348,42.28944518
2022,FALSE,TRUE,1-2FAM,*,2130,1000,1904572000,1904572000,-71.11344626,42.29064455
2021,FALSE,TRUE,1-2FAM,*,2132,12655,2011713000,2011713000,-71.15646288,42.25724195
2020,FALSE,TRUE,1-2FAM,*,2126,18000,1704017009,1704017009,-71.0734995,42.27418381
2016,FALSE,TRUE,1-2FAM,*,2126,26500,1704017004,1704017004,-71.07379041,42.2743777
2022,FALSE,FALSE,1-2FAM,*,2130,23126.83,1900081000,1900081000,-71.10598264,42.31942885
2012,FALSE,TRUE,1-2FAM,*,2130,12000,1904774000,1904774000,-71.11638055,42.29520911
2022,FALSE,TRUE,1-2FAM,*,2136,8375,1809867000,1809867000,-71.12501297,42.24165241
2021,FALSE,TRUE,1-3FAM,c,2124,791,1404620000,1404620000,-71.09177859,42.2855166
2018,FALSE,TRUE,1-3FAM,*,2124,5054,1404410000,1404410000,-71.09039977,42.28959901
2018,FALSE,FALSE,1-2FAM,*,2136,3794.88,1810200012,1810200012,-71.11958992,42.24543041
2018,FALSE,FALSE,1-2FAM,*,2130,1900,1901554000,1901554000,-71.12119529,42.31247393
2022,FALSE,FALSE,1-2FAM,*,2124,14500,1605036000,1605036000,-71.06431058,42.27905423
2013,FALSE,TRUE,1-2FAM,*,2122,87000,1501721000,1501721000,-71.06345728,42.30696329
2021,FALSE,FALSE,1-2FAM,*,2135,3126,2203884000,2203884000,-71.16317823,42.35188098
2015,FALSE,FALSE,1-3FAM,*,2121,5000,1401484000,1401484000,-71.07583877,42.29859418
2021,FALSE,TRUE,1-2FAM,t,2130,790000,1102033000,1102033000,-71.1023732,42.31201975
2012,FALSE,TRUE,1-3FAM,t,2130,1000,1102060001,1102060001,-71.10209384,42.31358036
2014,FALSE,FALSE,1-2FAM,*,2124,489,1404426010,1404426010,-71.09068292,42.29031271
2013,FALSE,TRUE,7More,t,2215,168000,2100260000,2100260000,-71.10469051,42.34798303
2022,FALSE,FALSE,1Unit,t,2132,10000,2003974000,2003974000,-71.14808482,42.29383441
2020,FALSE,FALSE,1-2FAM,*,2132,8075,2007180000,2007180000,-71.15526823,42.29468005
2012,FALSE,TRUE,1-2FAM,*,2131,1000,2003763000,2003763000,-71.13577244,42.29497779
2015,FALSE,TRUE,1-2FAM,*,2130,7020,1904956000,1904956000,-71.11730367,42.29082218
2015,FALSE,FALSE,1-2FAM,*,2131,9200,1904337004,1904337004,-71.1145637,42.28732381
2019,FALSE,TRUE,1-2FAM,*,2130,13800,1904484000,1904484000,-71.11593143,42.28964502
2022,FALSE,FALSE,1-2FAM,*,2132,3000,2011705000,2011705000,-71.15833903,42.25849978
2012,FALSE,FALSE,1-2FAM,*,2124,300,1403645000,1403645000,-71.08485023,42.28556176
2022,FALSE,TRUE,1-2FAM,*,2132,2000,2011740000,2011740000,-71.15695474,42.25982193
2022,FALSE,FALSE,1-2FAM,*,2126,400,1803389000,1803389000,-71.10967768,42.27300867
2015,FALSE,TRUE,1-7FAM,*,2126,3500,1704012000,1704012000,-71.07400453,42.27386019
2022,FALSE,TRUE,1-3FAM,*,2130,7000,1901445000,1901445000,-71.11829917,42.30717128
2016,FALSE,TRUE,1-3FAM,o,2130,700,1102112000,1102112000,-71.10359469,42.31284061
2022,FALSE,FALSE,Mixed,*,2119,1,1100139000,1100139000,-71.0916758,42.3262049
2019,FALSE,TRUE,1-3FAM,*,2130,7250,1002686000,1002686000,-71.1043801,42.31999377
2019,FALSE,FALSE,Comm,c,2125,34275,1303235000,1303235000,-71.05643894,42.3191603
2015,FALSE,TRUE,1-2FAM,c,2125,10000,1302391000,1302391000,-71.0498855,42.3127629
2018,FALSE,FALSE,1-2FAM,*,2126,199,1703827000,1703827000,-71.07494296,42.27219242
2017,FALSE,FALSE,1-2FAM,*,2126,2000,1703810000,1703810000,-71.07406718,42.27340428
2021,FALSE,TRUE,1-2FAM,*,2132,3000,2004018000,2004018000,-71.14846252,42.29572428
2018,FALSE,TRUE,1-3FAM,t,2130,302000,1002701000,1002701000,-71.10540917,42.32109173
2022,FALSE,FALSE,1-2FAM,*,2130,67341,1002702000,1002702000,-71.10545668,42.3211865
2013,FALSE,TRUE,1-3FAM,t,2130,13224,1002703000,1002703000,-71.10550143,42.3213088
2019,FALSE,FALSE,1-2FAM,*,2124,89400,1604058000,1604058000,-71.05299305,42.28331578
2018,FALSE,TRUE,1-2FAM,*,2132,38000,2006733000,2006733000,-71.16050848,42.28728985
2019,FALSE,FALSE,1-2FAM,*,2130,200,1904502000,1904502000,-71.11392364,42.28974483
2021,FALSE,TRUE,1-2FAM,*,2136,2500,1810196000,1810196000,-71.11840025,42.24556084
2017,FALSE,FALSE,1-2FAM,*,2136,1600,1809859000,1809859000,-71.12489296,42.24266734
2019,FALSE,TRUE,1-2FAM,*,2132,31000,2006647001,2006647001,-71.15923186,42.28880852
2021,FALSE,FALSE,1-2FAM,*,2131,12705,2005336000,2005336000,-71.12903967,42.29149578
2015,FALSE,TRUE,1-2FAM,*,2131,980,2005328000,2005328000,-71.13001006,42.29219187
2020,FALSE,FALSE,1-2FAM,*,2124,8125.27,1403165000,1403165000,-71.0852694,42.28802633
2021,FALSE,FALSE,1-2FAM,*,2131,63500,2000971000,2000971000,-71.13897522,42.2815608
2019,FALSE,TRUE,1-3FAM,*,2124,750000,1605328000,1605328000,-71.06136733,42.2842388
2022,FALSE,FALSE,1-2FAM,*,2124,8000,1701914000,1701914000,-71.07821852,42.28565786
2021,FALSE,FALSE,1-2FAM,c,2136,13592.56,1810459000,1810459000,-71.11615831,42.24802836
2013,FALSE,FALSE,1-2FAM,*,2124,2000,1604811000,1604811000,-71.06365186,42.28225194
2014,FALSE,TRUE,1-2FAM,*,2131,8000,2003699000,2003699000,-71.13718613,42.29437888
2018,FALSE,TRUE,1-2FAM,*,2130,1500,1904966000,1904966000,-71.11617664,42.29134837
2021,FALSE,TRUE,1-2FAM,t,2130,400,1900110000,1900110000,-71.10798054,42.32141374
2018,FALSE,TRUE,1-3FAM,*,2122,450,1602177000,1602177000,-71.05032167,42.28980974
2020,FALSE,TRUE,Multi,*,2130,6000,1901696000,1901696000,-71.11956454,42.31329289
2022,FALSE,TRUE,Multi,t,2130,500,1901827000,1901827000,-71.11608612,42.31052905
2011,FALSE,FALSE,1-2FAM,*,2135,600,2203209000,2203209000,-71.16437926,42.35647493
2011,FALSE,FALSE,1Unit,*,2125,500,1300661000,1300661000,-71.07520924,42.31636917
2021,FALSE,TRUE,1-2FAM,t,2125,4204,1303378000,1303378000,-71.054871,42.31985276
2012,FALSE,TRUE,1-2FAM,*,2131,3000,2003736000,2003736000,-71.14025125,42.29424552
2018,FALSE,FALSE,1-2FAM,*,2130,14400,1904835000,1904835000,-71.11638698,42.29356276
2015,FALSE,FALSE,1-2FAM,*,2132,2400,2004149001,2004149001,-71.15425299,42.29318657
2016,FALSE,TRUE,1-3FAM,*,2122,1500,1603789000,1603789000,-71.05464645,42.28786199
2020,FALSE,FALSE,1-2FAM,*,2131,9800,1808515019,1808515019,-71.12620217,42.27288045
2018,FALSE,FALSE,1-2FAM,*,2126,3800,1703773000,1703773000,-71.07176831,42.27296383
2021,FALSE,TRUE,1-2FAM,*,2126,4000,1703761000,1703761000,-71.0722245,42.27301721
2012,FALSE,FALSE,1Unit,*,2132,1125,2011721000,2011721000,-71.15685691,42.25802374
2022,FALSE,TRUE,1-2FAM,*,2132,3550,2009920000,2009920000,-71.16469036,42.26781253
2020,FALSE,FALSE,1-2FAM,*,2136,500,1810510000,1810510000,-71.11800543,42.24971085
2021,FALSE,TRUE,1-2FAM,*,2125,7000,1303211000,1303211000,-71.0524001,42.31756093
2020,FALSE,TRUE,1-2FAM,*,2124,300,1603302000,1603302000,-71.05925323,42.28608814
2019,FALSE,FALSE,1-2FAM,*,2130,150,1904467000,1904467000,-71.11388313,42.28912467
2019,FALSE,TRUE,1-3FAM,*,2121,8174.24,1502262000,1502262000,-71.0724472,42.30517622
2018,FALSE,FALSE,1-2FAM,*,2121,26000,1502237000,1502237000,-71.07141973,42.30513241
2013,FALSE,FALSE,1-2FAM,*,2126,400,1704010000,1704010000,-71.07718806,42.27436052
2022,FALSE,FALSE,1-2FAM,*,2126,500,1703831000,1703831000,-71.07516107,42.27276818
2011,FALSE,TRUE,1-3FAM,*,2122,5300,1503087000,1503087000,-71.06348526,42.30886182
2014,FALSE,FALSE,1-3FAM,*,2122,3000,1500513000,1500513000,-71.06066406,42.30402183
2021,FALSE,FALSE,1-2FAM,*,2135,1000,2205225000,2205225000,-71.16027116,42.34635507
2018,FALSE,TRUE,1-2FAM,t,2124,220000,1603107000,1603107000,-71.05659878,42.28809855
2013,FALSE,TRUE,1-2FAM,c,2135,79000,2203366000,2203366000,-71.16844845,42.35211673
2014,FALSE,TRUE,1-2FAM,*,2136,4148,1812325072,1812325072,-71.14467465,42.25120203
2013,FALSE,FALSE,1-2FAM,t,2135,3900,2204344000,2204344000,-71.15743245,42.354124
2021,FALSE,TRUE,1-2FAM,c,2135,181906,2203244000,2203244000,-71.16338803,42.35403941
2018,FALSE,FALSE,Multi,t,2135,12450,2203235000,2203235000,-71.16457886,42.35241363
2010,FALSE,TRUE,1-2FAM,*,2122,1000,1604163000,1604163000,-71.04731348,42.28478073
2015,FALSE,TRUE,1-2FAM,*,2125,2500,1300545000,1300545000,-71.07328893,42.31702633
2018,FALSE,FALSE,1-2FAM,*,2124,500,1603006000,1603006000,-71.06300514,42.28750337
2010,FALSE,FALSE,1-3FAM,*,2130,50,1904856000,1904856000,-71.11688886,42.29431373
2021,FALSE,TRUE,1-2FAM,t,2131,14979,1804761045,1804761045,-71.12466322,42.27698643
2021,FALSE,FALSE,1-2FAM,t,2126,1000,1703772000,1703772000,-71.07188476,42.27310875
2017,FALSE,FALSE,1-2FAM,*,2132,650,2011697000,2011697000,-71.15896504,42.25849711
2018,FALSE,TRUE,1-2FAM,*,2124,25850,1701959000,1701959000,-71.07841801,42.28525042
2019,FALSE,FALSE,1-3FAM,*,2125,9000,1300507000,1300507000,-71.0755593,42.31688058
2018,FALSE,FALSE,1-2FAM,*,2125,4099.9,1300886000,1300886000,-71.07601646,42.3138512
2020,FALSE,FALSE,1-2FAM,t,2126,1500,1800054002,1800054002,-71.08162912,42.2707848
2015,FALSE,FALSE,1-3FAM,*,2120,11800,1000417000,1000417000,-71.09904869,42.32788986
2018,FALSE,FALSE,1-2FAM,*,2131,200,1904396000,1904396000,-71.11203885,42.28814303
2013,FALSE,FALSE,1-2FAM,*,2131,300,1904411000,1904411000,-71.11353847,42.28680037
2022,FALSE,FALSE,1-2FAM,c,2130,210,1900029010,1900029010,-71.10439018,42.31835626
2022,FALSE,TRUE,1-7FAM,*,2132,3000,2010807000,2010807000,-71.16086841,42.25940458
2013,FALSE,FALSE,1-2FAM,*,2132,1200,2010111000,2010111000,-71.16529142,42.26420077
2021,FALSE,TRUE,1-2FAM,*,2135,7429.29,2205192000,2205192000,-71.15857003,42.34620001
2022,FALSE,TRUE,1-2FAM,*,2119,1500,1300431000,1300431000,-71.0771451,42.31797166
2021,FALSE,FALSE,1-3FAM,c,2121,152000,1400065000,1400065000,-71.07572144,42.30710616
2022,FALSE,FALSE,1-3FAM,*,2136,10978.04,1809675000,1809675000,-71.12931517,42.23497464
2016,FALSE,FALSE,1-2FAM,*,2136,2500,1811004000,1811004000,-71.1142395,42.25503721
2019,FALSE,FALSE,1-2FAM,t,2126,3600,1703990000,1703990000,-71.07229604,42.27430086
2019,FALSE,TRUE,1-2FAM,*,2126,2000,1703910000,1703910000,-71.07676458,42.27327838
2021,FALSE,FALSE,Multi,*,2130,800,1904775000,1904775000,-71.11633888,42.29532314
2021,FALSE,FALSE,1-2FAM,*,2130,900,1904957000,1904957000,-71.11732941,42.29065356
2020,FALSE,TRUE,1-2FAM,*,2135,17400,2205228000,2205228000,-71.1595426,42.34624057
2012,FALSE,FALSE,1-2FAM,c,2119,1900,1101137000,1101137000,-71.0999083,42.31941956
2021,FALSE,TRUE,1-3FAM,c,2119,22000,1101079000,1101079000,-71.09853619,42.31727947
2021,FALSE,TRUE,1-4FAM,t,2122,10689.99,1500502000,1500502000,-71.05954289,42.3056129
2015,FALSE,TRUE,1-3FAM,*,2122,36650,1501664000,1501664000,-71.06452581,42.30565592
2022,FALSE,TRUE,Other,c,2119,135050,1200181000,1200181000,-71.08279537,42.32548217
2015,FALSE,FALSE,1-2FAM,*,2132,2285,2006726000,2006726000,-71.15995728,42.28851078
2021,FALSE,FALSE,1-2FAM,*,2126,19305,1703948000,1703948000,-71.07584028,42.27618181
2010,FALSE,TRUE,1-2FAM,*,2124,2600,1604769000,1604769000,-71.06249128,42.28319644
2020,FALSE,TRUE,1-2FAM,*,2135,18400,2205298000,2205298000,-71.16042617,42.34093072
2016,FALSE,FALSE,1Unit,*,2126,199,1703996000,1703996000,-71.0725765,42.27412181
2012,FALSE,FALSE,Multi,*,2126,3500,1800054038,1800054038,-71.08489363,42.27085666
2020,FALSE,TRUE,1Unit,*,2130,3000,1904974000,1904974000,-71.11505865,42.29151116
2021,FALSE,TRUE,1-2FAM,*,2122,6339.63,1602020006,1602020006,-71.05456358,42.29094631
2016,FALSE,TRUE,1-2FAM,*,2131,400,1904394000,1904394000,-71.11233997,42.2883071
2022,FALSE,FALSE,1-3FAM,t,2124,27900,1404249000,1404249000,-71.08958938,42.29699128
2022,FALSE,FALSE,1-2FAM,*,2126,300,1804091000,1804091000,-71.11007025,42.26882583
2021,FALSE,FALSE,1-2FAM,*,2126,3600,1803996000,1803996000,-71.10999349,42.2697559
2015,FALSE,FALSE,1-2FAM,t,2132,2000,2011616000,2011616000,-71.15979531,42.25737918
2019,FALSE,FALSE,1-3FAM,*,2131,2500,1806745000,1806745000,-71.11970681,42.27811739
2018,FALSE,FALSE,1-2FAM,*,2119,5961.85,1101468000,1101468000,-71.09933957,42.31367275
2012,FALSE,FALSE,1-4FAM,*,2135,600,2204050000,2204050000,-71.16064382,42.34978204
2019,FALSE,FALSE,Multi,*,2126,15475,1803670000,1803670000,-71.10552138,42.26783872
2018,FALSE,FALSE,1-3FAM,*,2126,17000,1800889000,1800889000,-71.09089409,42.27827378
2016,FALSE,FALSE,1-2FAM,*,2124,8500,1603475001,1603475001,-71.05852669,42.28460873
2012,FALSE,FALSE,1-3FAM,*,2124,6500,1700781000,1700781000,-71.06510935,42.29312247
2021,FALSE,FALSE,1-2FAM,*,2135,7000,2202638000,2202638000,-71.15501542,42.35595436
2020,FALSE,FALSE,1-2FAM,t,2136,15502,1810864000,1810864000,-71.11123984,42.253471
2018,FALSE,FALSE,1-3FAM,t,2124,9000,1700438000,1700438000,-71.0736457,42.29511427
2015,FALSE,FALSE,1-2FAM,*,2126,4905,1804202000,1804202000,-71.11032404,42.26736665
2022,FALSE,TRUE,1-3FAM,*,2126,14450,1404000000,1404000000,-71.08987041,42.28194096
2022,FALSE,FALSE,1-3FAM,*,2126,18000,1800855000,1800855000,-71.09154571,42.2786205
2020,FALSE,FALSE,1-3FAM,c,2119,800,1200168010,1200168010,-71.0823006,42.32486912
2012,FALSE,TRUE,1Unit,*,2119,450,1200165000,1200165000,-71.08192588,42.32479287
2019,FALSE,FALSE,1-2FAM,*,2119,16600,1200035000,1200035000,-71.08098675,42.32743383
2015,FALSE,FALSE,Other,c,2119,1017,1200091000,1200091000,-71.08167829,42.32598985
2021,FALSE,FALSE,1-2FAM,*,,5250,1812280190,1812280190,-71.14130682,42.25574482
2019,TRUE,TRUE,1-2FAM,*,2136,300,1811961000,1811961000,-71.13520003,42.25168067
2010,FALSE,FALSE,1-2FAM,*,2132,1000,2004044000,2004044000,-71.15045874,42.29509078
2017,FALSE,TRUE,1-2FAM,*,2131,2800,2003710000,2003710000,-71.13837639,42.29445413
2014,FALSE,FALSE,Multi,*,2119,12617.18,1101042000,1101042000,-71.10073786,42.31809263
2016,FALSE,FALSE,1-2FAM,*,2119,99,1101091000,1101091000,-71.09917032,42.31775075
2022,FALSE,FALSE,1-2FAM,*,2124,4000,1403778000,1403778000,-71.08364304,42.28461626
2021,FALSE,TRUE,1-2FAM,t,2130,16059.68,1101368000,1101368000,-71.10150364,42.31513724
2015,TRUE,TRUE,1-2FAM,*,2132,250000,2009540001,2009540001,-71.16303199,42.27271837
2022,FALSE,FALSE,1-2FAM,c,2130,4000,1902349017,1902349017,-71.12790632,42.30946107
2019,FALSE,FALSE,1Unit,*,2130,10000,1902376000,1902376000,-71.1258109,42.31055856
2020,FALSE,FALSE,1-2FAM,*,2135,2000,2205652002,2205652002,-71.16781068,42.34195235
2022,FALSE,TRUE,1-2FAM,*,2136,2000,1810467000,1810467000,-71.11361059,42.24743146
2019,FALSE,TRUE,VacLd,*,2130,3500,1102415000,1102415000,-71.09817672,42.31074686
2022,FALSE,TRUE,1-2FAM,*,2130,3000,1102358020,1102358020,-71.0986126,42.3115203
2022,FALSE,FALSE,1-2FAM,*,2136,5000,1809859002,1809859002,-71.1247755,42.24229874
2022,FALSE,FALSE,1-2FAM,*,2124,40000,1701953000,1701953000,-71.07795486,42.28454004
2022,FALSE,TRUE,Other,b,2125,5000,1300476000,1300476000,-71.0756633,42.31812688
2017,FALSE,TRUE,1-2FAM,*,2124,4000,1604755000,1604755000,-71.06376519,42.28529913
2015,TRUE,TRUE,Other,*,2130,786,1901557000,1901557000,-71.12085061,42.31292823
2022,FALSE,TRUE,1-2FAM,*,2136,130000,1810149000,1810149000,-71.12257876,42.24395008
2018,FALSE,FALSE,1-2FAM,*,2124,2000,1605344000,1605344000,-71.06186783,42.28542425
2019,FALSE,FALSE,Comm,*,2130,399,1101438001,1101438001,-71.10063415,42.3130826
2011,FALSE,FALSE,1-2FAM,*,2135,6000,2102832000,2102832000,-71.14971046,42.3448793
2020,FALSE,TRUE,1-2FAM,*,2131,3000,1804839000,1804839000,-71.12238506,42.27231533
2021,FALSE,FALSE,1-2FAM,*,2131,39000,1804761295,1804761295,-71.12346619,42.27729002
