parcel_id,latitude,longitude,yearbuilt,usage,proptype,style,FULL_ADDRESS,STREET_NUMBER,FULL_STREET_NAME,MAILING_NEIGHBORHOOD,STREET_BODY,ZIP_CODE,Year,SalePrice
402005000,42.343271,-71.104398,1915,CONDOMINIUM,RCD,MID-RISE,120 Riverway,120,Riverway,Boston,Riverway,2215,2017,599000
402005000,42.343271,-71.104398,1915,CONDOMINIUM,RCD,MID-RISE,120 Riverway,120,Riverway,Boston,Riverway,2215,2018,589000
402006000,42.343265,-71.104361,1890,CONDOMINIUM,RCD,LOW-RISE,110 Riverway,110,Riverway,Boston,Riverway,2215,2006,482500
402006000,42.343265,-71.104361,1890,CONDOMINIUM,RCD,LOW-RISE,110 Riverway,110,Riverway,Boston,Riverway,2215,2012,375000
402289000,42.342205,-71.085568,1920,CONDOMINIUM,RCD,MID-RISE,270 Huntington Ave,270,Huntington Ave,Boston,Huntington,2115,2004,135000
402289000,42.342205,-71.085568,1920,CONDOMINIUM,RCD,MID-RISE,270 Huntington Ave,270,Huntington Ave,Boston,Huntington,2115,2012,169250
402289000,42.342205,-71.085568,1920,CONDOMINIUM,RCD,MID-RISE,270 Huntington Ave,270,Huntington Ave,Boston,Huntington,2115,2019,307000
402289000,42.342205,-71.085568,1920,CONDOMINIUM,RCD,MID-RISE,270 Huntington Ave,270,Huntington Ave,Boston,Huntington,2115,2021,307000
402290000,42.34203,-71.085497,1920,EDUCATIONAL,EXM,,264 Huntington Ave,264,Huntington Ave,Boston,Huntington,2115,2016,25000000
402323000,42.343562,-71.082432,1890,CONDOMINIUM,RCD,ROW-END,159 Saint Botolph St,159,Saint Botolph St,Boston,Saint Botolph,2115,2011,312500
402328000,42.342502,-71.083713,1900,CONDOMINIUM,RCD,ROW-MIDDLE,175 Saint Botolph St,175,Saint Botolph St,Boston,Saint Botolph,2115,2005,805000
402337000,42.342502,-71.083713,1890,CONDOMINIUM,RCD,ROW-MIDDLE,193 Saint Botolph St,193,Saint Botolph St,Boston,Saint Botolph,2115,2019,1425000
402354000,42.342502,-71.083713,1890,CONDOMINIUM,RCD,ROW-END,200 Saint Botolph St,200,Saint Botolph St,Boston,Saint Botolph,2115,2001,806000
402354000,42.342502,-71.083713,1890,CONDOMINIUM,RCD,ROW-END,200 Saint Botolph St,200,Saint Botolph St,Boston,Saint Botolph,2115,2004,400000
402388000,42.34347,-71.082542,1920,CONDOMINIUM,RCD,ROW-END,142 Saint Botolph St,142,Saint Botolph St,Boston,Saint Botolph,2115,2009,1535000
402535000,42.34121,-71.081116,1900,CONDOMINIUM,RCD,ROW-MIDDLE,3 Wellington St,3,Wellington St,Roxbury,Wellington,2118,2015,582000
402536000,42.341369,-71.081563,1910,CONDOMINIUM,RCD,ROW-MIDDLE,5 Wellington St,5,Wellington St,Roxbury,Wellington,2118,2015,1435000
402536000,42.341369,-71.081563,1910,CONDOMINIUM,RCD,ROW-MIDDLE,5 Wellington St,5,Wellington St,Roxbury,Wellington,2118,2016,1663000
402551000,42.340249,-71.080001,1900,2-FAM RES,R2F,ROW-MIDDLE,197 W Springfield St,197,W Springfield St,Roxbury,Springfield,2118,2004,1740000
402553000,42.340344,-71.080098,1850,CONDOMINIUM,RCD,ROW-MIDDLE,201 W Springfield St,201,W Springfield St,Roxbury,Springfield,2118,2003,387250
402553000,42.340344,-71.080098,1850,CONDOMINIUM,RCD,ROW-MIDDLE,201 W Springfield St,201,W Springfield St,Roxbury,Springfield,2118,2005,630000
402565000,42.340886,-71.080658,1882,1-FAM RES,R1F,SEMI DETACHD,223 W Springfield St,223,W Springfield St,Roxbury,Springfield,2118,2007,2275000
402694000,42.342233,-71.078854,1900,CONDOMINIUM,RCD,ROW-END,54 Rutland Sq,54,Rutland Sq,Roxbury,Rutland,2118,2015,1650000
402695010,42.342185,-71.07881,1860,CONDOMINIUM,RCD,ROW-END,50-52 Rutland Sq,50-52,Rutland Sq,Roxbury,Rutland,2118,2011,842000
402699000,42.342042,-71.078681,1875,CONDOMINIUM,RCD,ROW-MIDDLE,44 Rutland Sq,44,Rutland Sq,Roxbury,Rutland,2118,2004,930000
402702000,42.341899,-71.078551,1860,CONDOMINIUM,RCD,ROW-MIDDLE,38 Rutland Sq,38,Rutland Sq,Roxbury,Rutland,2118,2013,766923
402706000,42.341707,-71.078363,1875,CONDOMINIUM,RCD,ROW-MIDDLE,30 Rutland Sq,30,Rutland Sq,Roxbury,Rutland,2118,2017,1995000
402716000,42.341258,-71.077878,1860,2-FAM RES,R2F,ROW-MIDDLE,10 Rutland Sq,10,Rutland Sq,Roxbury,Rutland,2118,2011,3125000
402717000,42.341213,-71.07783,1900,CONDOMINIUM,RCD,ROW-MIDDLE,8 Rutland Sq,8,Rutland Sq,Roxbury,Rutland,2118,2019,3625000
402717000,42.341213,-71.07783,1900,CONDOMINIUM,RCD,ROW-MIDDLE,8 Rutland Sq,8,Rutland Sq,Roxbury,Rutland,2118,2020,2325000
402739000,42.341581,-71.077916,1860,1-FAM RES,R1F,ROW-MIDDLE,19 Rutland Sq,19,Rutland Sq,Roxbury,Rutland,2118,2018,4744141
402742000,42.341727,-71.078074,1910,4-8 UNIT APT,APT,ROW-MIDDLE,25 Rutland Sq,25,Rutland Sq,Roxbury,Rutland,2118,2007,3500000
402746000,42.341918,-71.078276,1875,CONDOMINIUM,RCD,ROW-MIDDLE,33 Rutland Sq,33,Rutland Sq,Roxbury,Rutland,2118,2005,1620000
402747000,42.34197,-71.078323,1890,CONDOMINIUM,RCD,ROW-MIDDLE,35 Rutland Sq,35,Rutland Sq,Roxbury,Rutland,2118,2010,995000
402751000,42.342178,-71.078511,1880,CONDOMINIUM,RCD,ROW-MIDDLE,43 Rutland Sq,43,Rutland Sq,Roxbury,Rutland,2118,2012,649000
402755000,42.342333,-71.078652,1910,CONDOMINIUM,RCD,ROW-MIDDLE,51 Rutland Sq,51,Rutland Sq,Roxbury,Rutland,2118,2009,1475000
402777000,42.342323,-71.077686,1900,CONDOMINIUM,RCD,ROW-MIDDLE,154 W Newton St,154,W Newton St,Roxbury,Newton,2118,2014,1294324
402806000,42.341556,-71.076649,1865,1-FAM RES,R1F,ROW-MIDDLE,117 W Newton St,117,W Newton St,Roxbury,Newton,2118,2013,2300000
402809000,42.341724,-71.076807,1870,CONDOMINIUM,RCD,ROW-MIDDLE,123 W Newton St,123,W Newton St,Roxbury,Newton,2118,2005,1200000
402809000,42.341724,-71.076807,1870,CONDOMINIUM,RCD,ROW-MIDDLE,123 W Newton St,123,W Newton St,Roxbury,Newton,2118,2006,913000
402809000,42.341724,-71.076807,1870,CONDOMINIUM,RCD,ROW-MIDDLE,123 W Newton St,123,W Newton St,Roxbury,Newton,2118,2015,1265000
402813000,42.34195,-71.07702,1899,4-8 UNIT APT,APT,ROW-MIDDLE,131 W Newton St,131,W Newton St,Roxbury,Newton,2118,2022,4995000
402818000,42.342337,-71.077549,1880,4-8 UNIT APT,APT,ROW-MIDDLE,141 W Newton St,141,W Newton St,Roxbury,Newton,2118,2001,2050000
402830000,42.342889,-71.077945,1860,2-FAM RES,R2F,ROW-MIDDLE,165 W Newton St,165,W Newton St,Roxbury,Newton,2118,2005,2650000
402843000,42.342776,-71.077295,1900,CONDOMINIUM,RCD,ROW-MIDDLE,130 Pembroke St,130,Pembroke St,Roxbury,Pembroke,2118,2006,829000
402844000,42.342738,-71.077261,1900,CONDOMINIUM,RCD,ROW-END,128 Pembroke St,128,Pembroke St,Roxbury,Pembroke,2118,2004,1200000
402844000,42.342738,-71.077261,1900,CONDOMINIUM,RCD,ROW-END,128 Pembroke St,128,Pembroke St,Roxbury,Pembroke,2118,2014,2000000
402846000,42.342658,-71.077183,1899,CONDOMINIUM,RCD,ROW-MIDDLE,124 Pembroke St,124,Pembroke St,Roxbury,Pembroke,2118,2002,710000
402846000,42.342658,-71.077183,1899,CONDOMINIUM,RCD,ROW-MIDDLE,124 Pembroke St,124,Pembroke St,Roxbury,Pembroke,2118,2004,800000
402848000,42.342585,-71.077107,1860,2-FAM RES,R2F,ROW-MIDDLE,120 Pembroke St,120,Pembroke St,Roxbury,Pembroke,2118,2004,1985000
402860000,42.34283,-71.077198,1850,CONDOMINIUM,RCD,ROW-MIDDLE,96 Pembroke St,96,Pembroke St,Roxbury,Pembroke,2118,2008,1580000
402867000,42.341732,-71.076053,1899,CONDOMINIUM,RCD,ROW-END,671 Tremont St,671,Tremont St,Roxbury,Tremont,2118,2005,439000
402868000,42.341686,-71.07614,1865,CONDOMINIUM,RCD,ROW-END,673 Tremont St,673,Tremont St,Roxbury,Tremont,2118,2016,277500
402869000,42.34164,-71.076227,1876,CONDOMINIUM,RCD,ROW-MIDDLE,675 Tremont St,675,Tremont St,Roxbury,Tremont,2118,2003,210000
402869000,42.34164,-71.076227,1876,CONDOMINIUM,RCD,ROW-MIDDLE,675 Tremont St,675,Tremont St,Roxbury,Tremont,2118,2004,410000
500173000,42.349664,-71.06709,1875,2-FAM RES,R2F,ROW-MIDDLE,4 Melrose St,4,Melrose St,Boston,Melrose,2116,2012,1122500
500175000,42.349581,-71.067285,1900,CONDOMINIUM,RCD,ROW-MIDDLE,8 Melrose St,8,Melrose St,Boston,Melrose,2116,2021,45900
500177000,42.349497,-71.067479,1837,CONDOMINIUM,RCD,ROW-MIDDLE,12 Melrose St,12,Melrose St,Boston,Melrose,2116,2016,459000
500177000,42.349497,-71.067479,1837,CONDOMINIUM,RCD,ROW-MIDDLE,12 Melrose St,12,Melrose St,Boston,Melrose,2116,2017,462000
500177000,42.349497,-71.067479,1837,CONDOMINIUM,RCD,ROW-MIDDLE,12 Melrose St,12,Melrose St,Boston,Melrose,2116,2018,506000
500180000,42.349372,-71.067771,1899,CONDOMINIUM,RCD,ROW-MIDDLE,18 Melrose St,18,Melrose St,Boston,Melrose,2116,2012,565000
500184000,42.349197,-71.068159,1900,CONDOMINIUM,RCD,ROW-MIDDLE,26 Melrose St,26,Melrose St,Boston,Melrose,2116,2005,665000
500185000,42.349153,-71.068254,1890,1-FAM RES,R1F,ROW-MIDDLE,28 Melrose St,28,Melrose St,Boston,Melrose,2116,2019,2640000
500229000,42.349406,-71.067449,1899,CONDOMINIUM,RCD,ROW-MIDDLE,5 Melrose St,5,Melrose St,Boston,Melrose,2116,2007,332000
500231000,42.34955,-71.066871,1890,CONDOMINIUM,RCD,ROW-END,1 Melrose St,1,Melrose St,Boston,Melrose,2116,2002,225800
500231000,42.34955,-71.066871,1890,CONDOMINIUM,RCD,ROW-END,1 Melrose St,1,Melrose St,Boston,Melrose,2116,2003,327250
500231000,42.34955,-71.066871,1890,CONDOMINIUM,RCD,ROW-END,1 Melrose St,1,Melrose St,Boston,Melrose,2116,2016,407500
500231000,42.34955,-71.066871,1890,CONDOMINIUM,RCD,ROW-END,1 Melrose St,1,Melrose St,Boston,Melrose,2116,2018,462000
500550001,42.36635,-71.032117,0,RES UDV LAND,LND,,4 Castle Ct,4,Castle Ct,Roxbury,Castle,2118,2002,120000
500764000,42.348908,-71.068873,1930,CONDOMINIUM,RCD,ROW-MIDDLE,48-50 Melrose St,48-50,Melrose St,Boston,Melrose,2116,2003,755500
500795000,42.349726,-71.068822,1910,1-FAM RES,R1F,ROW-MIDDLE,54 Piedmont St,54,Piedmont St,Boston,Piedmont,2116,2002,750000
500795000,42.349726,-71.068822,1910,1-FAM RES,R1F,ROW-MIDDLE,54 Piedmont St,54,Piedmont St,Boston,Piedmont,2116,2004,839000
500796000,42.349733,-71.068782,1910,1-FAM RES,R1F,ROW-MIDDLE,52 Piedmont St,52,Piedmont St,Boston,Piedmont,2116,2005,1085000
500797020,42.349772,-71.069081,1910,REST/BAR,COM,ROW-MIDDLE,48 Piedmont St,48,Piedmont St,Boston,Piedmont,2116,2001,615000
500797020,42.349772,-71.069081,1910,REST/BAR,COM,ROW-MIDDLE,48 Piedmont St,48,Piedmont St,Boston,Piedmont,2116,2005,865000
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2004,1203333.333
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2005,1260416.667
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2006,2167650
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2007,607000
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2008,700000
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2013,1386500
500815020,42.345021,-71.070212,2003,CONDOMINIUM,RCD,MID-RISE,505 Tremont St,505,Tremont St,Boston,Tremont,2116,2022,2210000
500826000,42.345469,-71.070467,1932,CONDOMINIUM,RCD,LOW-RISE,7 Warren Ave,7,Warren Ave,Boston,Warren,2116,2008,620000
500826000,42.345469,-71.070467,1932,CONDOMINIUM,RCD,LOW-RISE,7 Warren Ave,7,Warren Ave,Boston,Warren,2116,2009,690000
500826000,42.345469,-71.070467,1932,CONDOMINIUM,RCD,LOW-RISE,7 Warren Ave,7,Warren Ave,Boston,Warren,2116,2018,1900000
500827000,42.345399,-71.070746,1910,CONDOMINIUM,RCD,ROW-MIDDLE,15 Warren Ave,15,Warren Ave,Boston,Warren,2116,2005,684250
500827000,42.345399,-71.070746,1910,CONDOMINIUM,RCD,ROW-MIDDLE,15 Warren Ave,15,Warren Ave,Boston,Warren,2116,2013,1114500
500827000,42.345399,-71.070746,1910,CONDOMINIUM,RCD,ROW-MIDDLE,15 Warren Ave,15,Warren Ave,Boston,Warren,2116,2019,1279000
500827000,42.345399,-71.070746,1910,CONDOMINIUM,RCD,ROW-MIDDLE,15 Warren Ave,15,Warren Ave,Boston,Warren,2116,2021,1175000
500827000,42.345399,-71.070746,1910,CONDOMINIUM,RCD,ROW-MIDDLE,15 Warren Ave,15,Warren Ave,Boston,Warren,2116,2022,1280000
500841000,42.34517,-71.071255,1899,CONDOMINIUM,RCD,ROW-MIDDLE,49 Warren Ave,49,Warren Ave,Boston,Warren,2116,2003,318000
500947000,42.346026,-71.072933,1880,1-FAM RES,R1F,ROW-MIDDLE,26 Lawrence St,26,Lawrence St,Boston,Lawrence,2116,2018,2709000
500948000,42.346121,-71.072575,1890,CONDOMINIUM,RCD,ROW-MIDDLE,25 Lawrence St,25,Lawrence St,Boston,Lawrence,2116,2019,935000
500950000,42.346216,-71.072216,1890,1-FAM RES,R1F,ROW-MIDDLE,23 Lawrence St,23,Lawrence St,Boston,Lawrence,2116,2002,935000
500950000,42.346216,-71.072216,1890,1-FAM RES,R1F,ROW-MIDDLE,23 Lawrence St,23,Lawrence St,Boston,Lawrence,2116,2009,1300000
500956000,42.3465,-71.071141,1864,1-FAM RES,R1F,ROW-MIDDLE,17 Lawrence St,17,Lawrence St,Boston,Lawrence,2116,2007,1020000
500970000,42.346481,-71.071213,1890,1-FAM RES,R1F,ROW-MIDDLE,3 Lawrence St,3,Lawrence St,Boston,Lawrence,2116,2014,2499000
501012000,42.338754,-71.071492,1900,CONDOMINIUM,RCD,ROW-END,1 Saint Charles St,1,Saint Charles St,Boston,Saint Charles,2116,2022,570000
501028000,42.347047,-71.071972,1871,1-FAM RES,R1F,ROW-MIDDLE,6 Saint Charles St,6,Saint Charles St,Boston,Saint Charles,2116,2005,1150000
501030000,42.347047,-71.071972,1890,1-FAM RES,R1F,ROW-END,2 Saint Charles St,2,Saint Charles St,Boston,Saint Charles,2116,2017,2575000
501111010,42.348655,-71.07039,1904,CONDOMINIUM,RCD,ROW-MIDDLE,40 Isabella St,40,Isabella St,Boston,Isabella,2116,2017,1325000
501111010,42.348655,-71.07039,1904,CONDOMINIUM,RCD,ROW-MIDDLE,40 Isabella St,40,Isabella St,Boston,Isabella,2116,2018,1400000
501114000,42.348657,-71.070042,1899,CONDOMINIUM,RCD,ROW-MIDDLE,26 Isabella St,26,Isabella St,Boston,Isabella,2116,2005,449500
501121000,42.348659,-71.069694,1920,CONDOMINIUM,RCD,ROW-MIDDLE,12 Isabella St,12,Isabella St,Boston,Isabella,2116,2005,275000
501121000,42.348659,-71.069694,1920,CONDOMINIUM,RCD,ROW-MIDDLE,12 Isabella St,12,Isabella St,Boston,Isabella,2116,2008,290000
501121000,42.348659,-71.069694,1920,CONDOMINIUM,RCD,ROW-MIDDLE,12 Isabella St,12,Isabella St,Boston,Isabella,2116,2022,1245000
501139000,42.348748,-71.069732,1899,CONDOMINIUM,RCD,ROW-MIDDLE,11 Isabella St,11,Isabella St,Boston,Isabella,2116,2022,1130000
501242000,42.352165,-71.072655,1920,RETAIL STORE,COM,,36 Newbury St,36,Newbury St,Boston,Newbury,2116,2022,13750000
501252010,42.352399,-71.072124,0,RETAIL CONDO,CNR,,6 Newbury St,6,Newbury St,Boston,Newbury,2116,2017,13540000
501329000,42.351488,-71.075861,1899,RETAIL STORE,COM,,111-115 Newbury St,111-115,Newbury St,Boston,Newbury,2116,2011,22608500
501335000,42.351263,-71.076725,1899,RETAIL STORE,COM,,127-129A Newbury St,127-129A,Newbury St,Boston,Newbury,2116,2011,14891500
501364010,42.350857,-71.078219,1899,CONDOMINIUM,RCD,ROW-END,157-159 Newbury St,157-159,Newbury St,Boston,Newbury,2116,2007,2100000
501364010,42.350857,-71.078219,1899,CONDOMINIUM,RCD,ROW-END,157-159 Newbury St,157-159,Newbury St,Boston,Newbury,2116,2012,2250000
501372000,42.350623,-71.079061,1899,MXU COM+RES,COM,,173 Newbury St,173,Newbury St,Boston,Newbury,2116,2003,1862000
501372000,42.350623,-71.079061,1899,MXU COM+RES,COM,,173 Newbury St,173,Newbury St,Boston,Newbury,2116,2004,842000
501409000,42.350778,-71.078155,1889,CONDOMINIUM,RCD,ROW-MIDDLE,158 Newbury St,158,Newbury St,Boston,Newbury,2116,2006,1220000
501459000,42.35747,-71.067822,1900,1-FAM RES,R1F,ROW-END,1 Spruce St,1,Spruce St,Boston,Spruce,2108,2004,3300000
501504000,42.357856,-71.069978,1890,CONDOMINIUM,RCD,ROW-MIDDLE,116 Mount Vernon St,116,Mount Vernon St,Boston,Mount Vernon,2114,2001,300000
501504000,42.357856,-71.069978,1890,CONDOMINIUM,RCD,ROW-MIDDLE,116 Mount Vernon St,116,Mount Vernon St,Boston,Mount Vernon,2114,2002,316900
501550000,42.358007,-71.068762,1890,3-FAM RES,R3F,ROW-MIDDLE,92 Mount Vernon St,92,Mount Vernon St,Boston,Mount Vernon,2108,2000,3350000
501552000,42.358029,-71.068496,1880,CONDOMINIUM,RCD,MID-RISE,88 Mount Vernon St,88,Mount Vernon St,Boston,Mount Vernon,2108,2005,176281.25
501552000,42.358029,-71.068496,1880,CONDOMINIUM,RCD,MID-RISE,88 Mount Vernon St,88,Mount Vernon St,Boston,Mount Vernon,2108,2009,129333.3333
501552000,42.358029,-71.068496,1880,CONDOMINIUM,RCD,MID-RISE,88 Mount Vernon St,88,Mount Vernon St,Boston,Mount Vernon,2108,2015,585000
501552000,42.358029,-71.068496,1880,CONDOMINIUM,RCD,MID-RISE,88 Mount Vernon St,88,Mount Vernon St,Boston,Mount Vernon,2108,2017,660000
501553000,42.321632,-71.054948,1899,3-FAM RES,R3F,ROW-MIDDLE,86 Mount Vernon St,86,Mount Vernon St,Boston,Mount Vernon,2108,2000,300000
501556000,42.358168,-71.067324,1850,CONDOMINIUM,RCD,ROW-MIDDLE,80 Mount Vernon St,80,Mount Vernon St,Boston,Mount Vernon,2108,2007,353000
501556000,42.358168,-71.067324,1850,CONDOMINIUM,RCD,ROW-MIDDLE,80 Mount Vernon St,80,Mount Vernon St,Boston,Mount Vernon,2108,2009,275000
501556000,42.358168,-71.067324,1850,CONDOMINIUM,RCD,ROW-MIDDLE,80 Mount Vernon St,80,Mount Vernon St,Boston,Mount Vernon,2108,2016,385000
501559000,42.358168,-71.067324,1899,CONDOMINIUM,RCD,ROW-MIDDLE,74 Mount Vernon St,74,Mount Vernon St,Boston,Mount Vernon,2108,2007,349900
501560000,42.358168,-71.067324,1880,CONDOMINIUM,RCD,MID-RISE,70-72 Mount Vernon St,70-72,Mount Vernon St,Boston,Mount Vernon,2108,2012,1017000
501569000,42.374585,-71.058123,1875,CONDOMINIUM,RCD,ROW-MIDDLE,46 Mount Vernon St,46,Mount Vernon St,Boston,Mount Vernon,2108,2000,649000
501569000,42.374585,-71.058123,1875,CONDOMINIUM,RCD,ROW-MIDDLE,46 Mount Vernon St,46,Mount Vernon St,Boston,Mount Vernon,2108,2014,526000
501572000,42.358168,-71.067324,1850,CONDOMINIUM,RCD,MID-RISE,42 Mount Vernon St,42,Mount Vernon St,Boston,Mount Vernon,2108,2002,879400
501596000,42.358377,-71.065213,1850,CONDOMINIUM,RCD,ROW-MIDDLE,26 Mount Vernon St,26,Mount Vernon St,Boston,Mount Vernon,2108,2013,449000
501610000,42.357602,-71.065903,1850,CONDOMINIUM,RCD,ROW-END,6 Walnut St,6,Walnut St,Boston,Walnut,2108,2021,1646000
501611000,42.35789,-71.066017,1850,CONDOMINIUM,RCD,ROW-END,8 Walnut St,8,Walnut St,Boston,Walnut,2108,2002,150000
501614000,42.357897,-71.066019,1860,CONDOMINIUM,RCD,ROW-END,12 Walnut St,12,Walnut St,Boston,Walnut,2108,2006,478000
501614000,42.357897,-71.066019,1860,CONDOMINIUM,RCD,ROW-END,12 Walnut St,12,Walnut St,Boston,Walnut,2108,2007,532500
501622000,42.358056,-71.064904,2016,CONDOMINIUM,RCD,TOWNHOUSE,7 Mount Vernon Pl,7,Mount Vernon Pl,Boston,Mount Vernon,2108,2021,15150000
501636000,42.313421,-71.114877,1900,CONDOMINIUM,RCD,FREE-STANDNG,8 Myrtle St,8,Myrtle St,Boston,Myrtle,2114,2009,349000
501647000,42.322406,-71.058967,1905,CONDOMINIUM,RCD,DECKER,31 Mount Vernon St,31,Mount Vernon St,Boston,Mount Vernon,2114,2011,341750
501647000,42.322406,-71.058967,1905,CONDOMINIUM,RCD,DECKER,31 Mount Vernon St,31,Mount Vernon St,Boston,Mount Vernon,2114,2014,900000
501647000,42.322406,-71.058967,1905,CONDOMINIUM,RCD,DECKER,31 Mount Vernon St,31,Mount Vernon St,Boston,Mount Vernon,2114,2016,1400000
501647000,42.322406,-71.058967,1905,CONDOMINIUM,RCD,DECKER,31 Mount Vernon St,31,Mount Vernon St,Boston,Mount Vernon,2114,2020,629000
501650000,42.322406,-71.058967,1909,CONDOMINIUM,RCD,ROW-END,37 Mount Vernon St,37,Mount Vernon St,Boston,Mount Vernon,2114,2007,610000
501650000,42.322406,-71.058967,1909,CONDOMINIUM,RCD,ROW-END,37 Mount Vernon St,37,Mount Vernon St,Boston,Mount Vernon,2114,2012,237000
501650000,42.322406,-71.058967,1909,CONDOMINIUM,RCD,ROW-END,37 Mount Vernon St,37,Mount Vernon St,Boston,Mount Vernon,2114,2019,535000
501656000,42.358769,-71.068191,1855,CONDOMINIUM,RCD,ROW-MIDDLE,72 Pinckney St,72,Pinckney St,Boston,Pinckney,2108,2002,390000
501658000,42.358862,-71.067914,1899,1-FAM RES,R1F,ROW-MIDDLE,68 Pinckney St,68,Pinckney St,Boston,Pinckney,2108,2007,2900000
501658000,42.358862,-71.067914,1899,1-FAM RES,R1F,ROW-MIDDLE,68 Pinckney St,68,Pinckney St,Boston,Pinckney,2108,2009,3200000
501665000,42.358778,-71.067329,1890,1-FAM RES,R1F,ROW-MIDDLE,54 Pinckney St,54,Pinckney St,Boston,Pinckney,2108,2022,5800000
501667000,42.358779,-71.067144,1850,CONDOMINIUM,RCD,ROW-MIDDLE,50 Pinckney St,50,Pinckney St,Boston,Pinckney,2108,2002,377500
501676000,42.358781,-71.065911,1860,3-FAM RES,R3F,ROW-MIDDLE,20 Pinckney St,20,Pinckney St,Boston,Pinckney,2108,2019,3000000
501686000,42.358381,-71.065081,1899,CONDOMINIUM,RCD,ROW-END,43 Mount Vernon St,43,Mount Vernon St,Boston,Mount Vernon,2108,2002,1800000
501687000,42.358377,-71.065226,1850,CONDOMINIUM,RCD,ROW-MIDDLE,45 Mount Vernon St,45,Mount Vernon St,Boston,Mount Vernon,2108,2001,325000
501687000,42.358377,-71.065226,1850,CONDOMINIUM,RCD,ROW-MIDDLE,45 Mount Vernon St,45,Mount Vernon St,Boston,Mount Vernon,2108,2014,1595000
501693000,42.358029,-71.068496,1900,CONDOMINIUM,RCD,ROW-MIDDLE,57 Mount Vernon St,57,Mount Vernon St,Boston,Mount Vernon,2108,2006,243500
501697000,42.358874,-71.066239,1899,CONDOMINIUM,RCD,ROW-MIDDLE,30 Pinckney St,30,Pinckney St,Boston,Pinckney,2108,2006,470000
501697000,42.358874,-71.066239,1899,CONDOMINIUM,RCD,ROW-MIDDLE,30 Pinckney St,30,Pinckney St,Boston,Pinckney,2108,2007,353225
501730000,42.358054,-71.069173,1850,CONDOMINIUM,RCD,ROW-MIDDLE,93 Mount Vernon St,93,Mount Vernon St,Boston,Mount Vernon,2108,2005,500000
501730000,42.358054,-71.069173,1850,CONDOMINIUM,RCD,ROW-MIDDLE,93 Mount Vernon St,93,Mount Vernon St,Boston,Mount Vernon,2108,2006,474500
501743000,42.358745,-71.069643,1840,1-FAM RES,R1F,ROW-MIDDLE,84 Pinckney St,84,Pinckney St,Boston,Pinckney,2108,2003,1300000
501744000,42.35875,-71.069349,1890,CONDOMINIUM,RCD,ROW-MIDDLE,82 Pinckney St,82,Pinckney St,Boston,Pinckney,2108,2010,2400000
501744000,42.35875,-71.069349,1890,CONDOMINIUM,RCD,ROW-MIDDLE,82 Pinckney St,82,Pinckney St,Boston,Pinckney,2108,2018,2740000
501745000,42.358756,-71.069055,1828,2-FAM RES,R2F,ROW-MIDDLE,80 Pinckney St,80,Pinckney St,Boston,Pinckney,2108,2000,4500000
501746000,42.357929,-71.069481,1920,CONDOMINIUM,RCD,MID-RISE,97 Mount Vernon St,97,Mount Vernon St,Boston,Mount Vernon,2108,2006,675000
501746000,42.357929,-71.069481,1920,CONDOMINIUM,RCD,MID-RISE,97 Mount Vernon St,97,Mount Vernon St,Boston,Mount Vernon,2108,2014,740000
501747000,42.357964,-71.069878,1930,CONDOMINIUM,RCD,ROW-END,101 Mount Vernon St,101,Mount Vernon St,Boston,Mount Vernon,2114,2005,1010000
501749000,42.358737,-71.070281,1850,1-FAM RES,R1F,ROW-MIDDLE,90 Pinckney St,90,Pinckney St,Boston,Pinckney,2108,2019,2762500
501814000,42.359298,-71.069213,1910,CONDOMINIUM,RCD,ROW-MIDDLE,132 Myrtle St,132,Myrtle St,Boston,Myrtle,2114,2001,419900
501814000,42.359298,-71.069213,1910,CONDOMINIUM,RCD,ROW-MIDDLE,132 Myrtle St,132,Myrtle St,Boston,Myrtle,2114,2015,580000
501823000,42.359249,-71.068358,1935,CONDOMINIUM,RCD,MID-RISE,106 Myrtle St,106,Myrtle St,Boston,Myrtle,2114,2019,900000
501824000,42.359238,-71.068265,1899,CONDOMINIUM,RCD,ROW-MIDDLE,104 Myrtle St,104,Myrtle St,Boston,Myrtle,2114,2010,621000
501834000,42.35895,-71.068134,1900,CONDOMINIUM,RCD,ROW-MIDDLE,73 Pinckney St,73,Pinckney St,Boston,Pinckney,2114,2001,472500
501844000,42.358936,-71.069061,1900,CONDOMINIUM,RCD,ROW-MIDDLE,93 Pinckney St,93,Pinckney St,Boston,Pinckney,2114,2007,490000
