parcel_id,latitude,longitude,yearbuilt,usage,proptype,style,FULL_ADDRESS,STREET_NUMBER,FULL_STREET_NAME,MAILING_NEIGHBORHOOD,STREET_BODY,ZIP_CODE,Year,SalePrice
102765000,42.379264,-71.037923,1880,3-FAM RES,R3F,ROW-END,50-52 Marion St,50-52,Marion St,East Boston,Marion,2128,2003,445000
102771000,42.379653,-71.038184,1900,1-FAM RES,R1F,COLONIAL,25 Monmouth St,25,Monmouth St,East Boston,Monmouth,2128,2018,570000
102785000,42.379984,-71.037316,1880,1-FAM RES,R1F,COLONIAL,55 Monmouth St,55,Monmouth St,East Boston,Monmouth,2128,2007,400000
102786000,42.380006,-71.037258,1880,2-FAM RES,R2F,CONVENTIONAL,57 Monmouth St,57,Monmouth St,East Boston,Monmouth,2128,2004,412000
102786000,42.380006,-71.037258,1880,2-FAM RES,R2F,CONVENTIONAL,57 Monmouth St,57,Monmouth St,East Boston,Monmouth,2128,2015,435000
102823000,42.37885,-71.03777,1880,1-FAM RES,R1F,ROW-MIDDLE,60 Marion St,60,Marion St,East Boston,Marion,2128,2006,269000
102823000,42.37885,-71.03777,1880,1-FAM RES,R1F,ROW-MIDDLE,60 Marion St,60,Marion St,East Boston,Marion,2128,2012,160000
102824000,42.379013,-71.037747,1880,1-FAM RES,R1F,ROW-MIDDLE,58 Marion St,58,Marion St,East Boston,Marion,2128,2006,265000
102826000,42.379133,-71.037831,1880,2-FAM RES,R2F,ROW-END,54 Marion St,54,Marion St,East Boston,Marion,2128,2001,215000
102848000,42.37926,-71.035731,1900,1-FAM RES,R1F,CONVENTIONAL,98 Trenton St,98,Trenton St,East Boston,Trenton,2128,2011,243250
102848000,42.37926,-71.035731,1900,1-FAM RES,R1F,CONVENTIONAL,98 Trenton St,98,Trenton St,East Boston,Trenton,2128,2013,310000
102852000,42.379134,-71.036066,1900,2-FAM RES,R2F,CONVENTIONAL,90 Trenton St,90,Trenton St,East Boston,Trenton,2128,2005,440000
102866000,42.378663,-71.037322,1900,2-FAM RES,R2F,SEMI DETACHD,60 Trenton St,60,Trenton St,East Boston,Trenton,2128,2003,468000
102866000,42.378663,-71.037322,1900,2-FAM RES,R2F,SEMI DETACHD,60 Trenton St,60,Trenton St,East Boston,Trenton,2128,2005,580000
102866000,42.378663,-71.037322,1900,2-FAM RES,R2F,SEMI DETACHD,60 Trenton St,60,Trenton St,East Boston,Trenton,2128,2010,210000
102867000,42.378631,-71.037405,1900,3-FAM RES,R3F,SEMI DETACHD,58 Trenton St,58,Trenton St,East Boston,Trenton,2128,2004,480000
102893000,42.37865,-71.035288,1872,1-FAM RES,R1F,CONVENTIONAL,124 Lexington St,124,Lexington St,East Boston,Lexington,2128,2012,467000
102920000,42.37828,-71.036007,2017,CONDOMINIUM,RCD,FREE-STANDNG,85 Lexington St,85,Lexington St,East Boston,Lexington,2128,2019,585000
102931000,42.378402,-71.035411,1900,3-FAM RES,R3F,DECKER,117 Lexington St,117,Lexington St,East Boston,Lexington,2128,2001,339900
102936000,42.378576,-71.034947,1900,2-FAM RES,R2F,CONVENTIONAL,129 Lexington St,129,Lexington St,East Boston,Lexington,2128,2003,333500
102945000,42.37809,-71.03472,1900,3-FAM RES,R3F,DECKER,130 Princeton St,130,Princeton St,East Boston,Princeton,2128,2005,500000
102949000,42.377943,-71.035104,1880,2-FAM RES,R2F,CONVENTIONAL,120 Princeton St,120,Princeton St,East Boston,Princeton,2128,2005,440000
102955000,42.377767,-71.035565,1880,2-FAM RES,R2F,CONVENTIONAL,108 Princeton St,108,Princeton St,East Boston,Princeton,2128,2006,410000
102958000,42.377649,-71.035873,1900,3-FAM RES,R3F,CONVENTIONAL,100-102 Princeton St,100-102,Princeton St,East Boston,Princeton,2128,2020,970000
102976000,42.378818,-71.034298,1900,2-FAM RES,R2F,CONDO/APT,149 Lexington St,149,Lexington St,East Boston,Lexington,2128,2001,181000
102997000,42.378753,-71.032915,1899,2-FAM RES,R2F,SEMI DETACHD,182 Princeton St,182,Princeton St,East Boston,Princeton,2128,2020,570000
103022000,42.379439,-71.034709,1900,3-FAM RES,R3F,DECKER,119 Trenton St,119,Trenton St,East Boston,Trenton,2128,2012,300000
103034000,42.3799,-71.03347,1900,1-FAM RES,R1F,CAPE COD,149 Trenton St,149,Trenton St,East Boston,Trenton,2128,2009,292187.5
103039000,42.379622,-71.033008,1900,4-8 UNIT APT,APT,CONDO/APT,87 Putnam St,87,Putnam St,East Boston,Putnam,2128,2021,1090000
