parcel_id,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Lat,Long,yearbuilt,usage,proptype,style,FULL_ADDRESS,STREET_NUMBER,FULL_STREET_NAME,MAILING_NEIGHBORHOOD,STREET_BODY,ZIP_CODE
100014000,,,440000,,,,,,,,,,,,,,,,,,,,,42.37983,-71.031586,1900,3-FAM RES,R3F,DECKER,225 Lexington St,225,Lexington St,East Boston,Lexington,2128
100032000,,,,,,,,,,,,,,,,450000,,,,,,,,42.379649,-71.030537,1900,2-FAM RES,R2F,CONVENTIONAL,248 Princeton St,248,Princeton St,East Boston,Princeton,2128
100043000,,,,425000,,,,,,,,,,,,,,,,,,,,42.379209,-71.031697,1899,3-FAM RES,R3F,SEMI DETACHD,218 Princeton St,218,Princeton St,East Boston,Princeton,2128
100051000,,,,,,,,,,,,,,,,,675000,,,,,,,42.378936,-71.032414,1900,4-8 UNIT APT,APT,CONDO/APT,198-200 Princeton St,198-200,Princeton St,East Boston,Princeton,2128
100052000,,,,,,,,,,,,,,,,,,,595000,,,,,42.37917,-71.032569,1900,1-FAM RES,R1F,COLONIAL,112 Putnam St,112,Putnam St,East Boston,Putnam,2128
100053000,,,,,,,,,,,,,,,,,,,,,,,761000,42.379211,-71.032461,1900,1-FAM RES,R1F,COLONIAL,110 Putnam St,110,Putnam St,East Boston,Putnam,2128
100057000,,,,,,,200000,,,,,,,,,,,,,,,,,42.378469,-71.02929,1920,3-FAM RES,R3F,SEMI DETACHD,74 Prescott St,74,Prescott St,East Boston,Prescott,2128
100066000,,,450000,,,,,,,,,,,,,,,,,,,,,42.379142,-71.029313,1910,3-FAM RES,R3F,DECKER,413 Saratoga St,413,Saratoga St,East Boston,Saratoga,2128
100075000,,,430000,,530000,,,,,,,,,,,,,,,,,,,42.379522,-71.028282,1910,3-FAM RES,R3F,DECKER,445 Saratoga St,445,Saratoga St,East Boston,Saratoga,2128
100096000,,,,,,,,,,,,,,,565000,,,,,,,,,42.379131,-71.029875,1900,3-FAM RES,R3F,RAISED CAPE,402 Saratoga St,402,Saratoga St,East Boston,Saratoga,2128
100097000,,,,,,,,,290000,,,,,,,,,,,,,,,42.379363,-71.029896,1910,3-FAM RES,R3F,DECKER,50 Prescott St,50,Prescott St,East Boston,Prescott,2128
100110000,,,,,,388682,,,,,,,,,,,,,,,,,,42.380138,-71.028711,1905,1-FAM RES,R1F,ROW-END,301 Princeton St,301,Princeton St,East Boston,Princeton,2128
100112000,,,,,,,,,,,,,,,460000,670000,,,,,,,,42.380189,-71.028578,1905,3-FAM RES,R3F,ROW-END,305 Princeton St,305,Princeton St,East Boston,Princeton,2128
100138000,,,,,,,,,,,,,,,,,515000,,,,,,,42.379434,-71.028809,1905,2-FAM RES,R2F,CONVENTIONAL,426 Saratoga St,426,Saratoga St,East Boston,Saratoga,2128
100148000,,,310000,,,,,,,,,,,,,,,,,,,,,42.379154,-71.029816,1900,3-FAM RES,R3F,ROW-MIDDLE,404 Saratoga St,404,Saratoga St,East Boston,Saratoga,2128
100154000,,,,,,,,,,,,,,,224300,,,,,,,385000,,42.380407,-71.030041,1910,CONDOMINIUM,RCD,ROW-MIDDLE,267 Lexington St,267,Lexington St,East Boston,Lexington,2128
100157000,,,,,,,,,,,285000,,,,,,,,,,,,,42.380498,-71.029803,1890,3-FAM RES,R3F,DECKER,273 Lexington St,273,Lexington St,East Boston,Lexington,2128
100167000,,,439000,,,,,,,,,,,,,,,,,,,,,42.38083,-71.028934,1900,3-FAM RES,R3F,DECKER,295 Lexington St,295,Lexington St,East Boston,Lexington,2128
100168000,,,,,,,,,,,270000,,,,,,,,,,,,,42.380861,-71.028855,1900,3-FAM RES,R3F,DECKER,297 Lexington St,297,Lexington St,East Boston,Lexington,2128
100169000,,,,,,,,,,,,,409000,,,,,,,,,,,42.380891,-71.028776,1900,3-FAM RES,R3F,DECKER,299 Lexington St,299,Lexington St,East Boston,Lexington,2128
100174000,,,,,,,,,,,,,,,,665000,,,,,,,,42.381042,-71.02838,1900,3-FAM RES,R3F,DECKER,309 Lexington St,309,Lexington St,East Boston,Lexington,2128
100187000,,,,,,,,,,,,,,,285000,,,,,,,,,42.380324,-71.028755,1900,1-FAM RES,R1F,ROW-END,300 Princeton St,300,Princeton St,East Boston,Princeton,2128
100188000,,,,,,,,,,,,,,,291000,,,,,,,,,42.380299,-71.028822,1900,1-FAM RES,R1F,ROW-MIDDLE,298 Princeton St,298,Princeton St,East Boston,Princeton,2128
100189000,,,,,,,,,,,,,,,,363000,,,,,,,,42.380273,-71.028888,1900,1-FAM RES,R1F,ROW-END,296 Princeton St,296,Princeton St,East Boston,Princeton,2128
100207000,,,,,,,,,,,,350000,,,,,,,,,,,,42.380833,-71.030966,1900,3-FAM RES,R3F,DECKER,219 Trenton St,219,Trenton St,East Boston,Trenton,2128
100211000,,,,,160000,,475000,,,,,,,,,,,,,,,,,42.380874,-71.030856,2004,ACC LAND IMP,REO,TWO FAMILY,229 Trenton St,229,Trenton St,East Boston,Trenton,2128
100234000,,,,,,,,,,,193000,,,,,,,,,,,,,42.381072,-71.028832,1900,1-FAM RES,R1F,ROW-MIDDLE,300 Lexington St,300,Lexington St,East Boston,Lexington,2128
100254000,,,,,,,,,,,,,,,,,,,,1050000,,,,42.380391,-71.030621,1910,3-FAM RES,R3F,SEMI DETACHD,258 Lexington St,258,Lexington St,East Boston,Lexington,2128
100255000,,,,,,,,,165000,,260000,,,,,,,,,,,,,42.381374,-71.028101,1890,3-FAM RES,R3F,DECKER,2-4 Shelby St,04-Feb,Shelby St,East Boston,Shelby,2128
100268000,,,,,,,,,,,,,,277000,409900,,,,,,,,,42.380886,-71.027232,1890,3-FAM RES,R3F,SEMI DETACHD,362 Princeton St,362,Princeton St,East Boston,Princeton,2128
100279000,,,,,,,,,234000,,,,,,,,,,,,,,,42.381048,-71.027896,1899,3-FAM RES,R3F,CONDO/APT,10 Shelby St,10,Shelby St,East Boston,Shelby,2128
100305000,,,,,,540000,,,,,,,,,,,980000,,,,,,,42.380552,-71.027586,1900,4-8 UNIT APT,APT,CONDO/APT,32 Shelby St,32,Shelby St,East Boston,Shelby,2128
100382000,,,,,,,,,,,,,,280000,,,,,,,,,,42.380492,-71.021649,1900,1-FAM RES,R1F,CONVENTIONAL,1 Swift Ter,1,Swift Ter,East Boston,Swift,2128
100442000,,175000,,,,,,,,,,,,,,,,,,,,,,42.380842,-71.025267,1890,1-FAM RES,R1F,COLONIAL,546 Saratoga St,546,Saratoga St,East Boston,Saratoga,2128
100443000,,,,,,,,,326000,,,,,,,,,,,,,,,42.380819,-71.025324,1900,3-FAM RES,R3F,DECKER,544 Saratoga St,544,Saratoga St,East Boston,Saratoga,2128
100446000,,,325000,,,,,,,,,,,,,,,,,,,,,42.380753,-71.025496,1900,2-FAM RES,R2F,CONVENTIONAL,538 Saratoga St,538,Saratoga St,East Boston,Saratoga,2128
100451000,,,,,,,,,,,,,,,,,,719000,,,,,,42.380554,-71.026012,1905,3-FAM RES,R3F,ROW-MIDDLE,520 Saratoga St,520,Saratoga St,East Boston,Saratoga,2128
100536000,,,,,,,,,,,,,,,,,,,297102,,,,,42.386212,-71.010897,1960,CONDOMINIUM,RCD,TOWNHOUSE,910 Saratoga St,910,Saratoga St,East Boston,Saratoga,2128
100545000,,,,,,,,,,,,,201000,,,,,,,,,,,42.38522,-71.01355,1921,2-FAM RES,R2F,TWO FAMILY,852 Saratoga St,852,Saratoga St,East Boston,Saratoga,2128
100546000,,,,,,,,430000,,,,,,,,,,,,,,,,42.385194,-71.01362,1910,2-FAM RES,R2F,TWO FAMILY,850 Saratoga St,850,Saratoga St,East Boston,Saratoga,2128
100556000,,,,,,,,,,115000,,,,,,,,,,,,,,42.384634,-71.015137,1916,1-FAM RES,R1F,COLONIAL,810 Saratoga St,810,Saratoga St,East Boston,Saratoga,2128
100620000,,384900,,,,,,,,,,,,,,,,,,,,,,42.384237,-71.016192,1910,3-FAM RES,R3F,DECKER,784 Saratoga St,784,Saratoga St,East Boston,Saratoga,2128
100748000,,,,,,,,,,,,,,,150000,,,,,,,,,42.382501,-71.020825,1925,4-8 UNIT APT,APT,CONDO/APT,662-664 Saratoga St,662-664,Saratoga St,East Boston,Saratoga,2128
100773000,,,,,,345000,,,,,,,,,,,,,,,,,,42.382171,-71.02173,1890,2-FAM RES,R2F,TWO FAMILY,626-628 Saratoga St,626-628,Saratoga St,East Boston,Saratoga,2128
100779000,,,,,,,,,,,,,,,,,,,,,,1494500,,42.381937,-71.02237,1890,1-FAM RES,R1F,COLONIAL,602-604 Saratoga St,602-604,Saratoga St,East Boston,Saratoga,2128
100871000,,,,,,,,,256000,265000,,,,,,,,,,540000,,,,42.381776,-71.018675,1910,1-FAM RES,R1F,CONVENTIONAL,34 Horace St,34,Horace St,East Boston,Horace,2128
100909000,,,,,,,,,,,,,,,,,,559000,,,,,,42.382261,-71.017354,1910,2-FAM RES,R2F,CONVENTIONAL,64 Horace St,64,Horace St,East Boston,Horace,2128
100938000,,,,,,,,,,,295000,,,,,,,,,,,,,42.383933,-71.016457,1910,3-FAM RES,R3F,DECKER,789 Saratoga St,789,Saratoga St,East Boston,Saratoga,2128
101017000,,,,,,,,,,365000,,,,,,,,,,,,,,42.38457,-71.014764,1900,3-FAM RES,R3F,DECKER,825 Saratoga St,825,Saratoga St,East Boston,Saratoga,2128
101030000,,,,,,,,,,,,,,330000,,,,,,,,,,42.385146,-71.013208,1900,3-FAM RES,R3F,DECKER,857 Saratoga St,857,Saratoga St,East Boston,Saratoga,2128
101051000,,,,,,306000,370000,,,,,,,,,,,,,,,,,42.38527,-71.012874,1918,1-FAM RES,R1F,CONVENTIONAL,865 Saratoga St,865,Saratoga St,East Boston,Saratoga,2128
101060000,,,,,585000,,,,,,,,,,,,,,,,,,,42.385717,-71.011682,1900,4-8 UNIT APT,APT,CONDO/APT,889 Saratoga St,889,Saratoga St,East Boston,Saratoga,2128
101064000,,,,,,,,,,,,,,,520000,,,,,,,,,42.386014,-71.010887,1900,3-FAM RES,R3F,DECKER,905 Saratoga St,905,Saratoga St,East Boston,Saratoga,2128
101144000,,,,,,389000,,,,,,,,,,,,,,,,,,42.381978,-71.017847,1900,2-FAM RES,R2F,TWO FAMILY,91 Moore St,91,Moore St,East Boston,Moore,2128
101147000,,,,,,,,,,,,,,,,,,390000,,,,,,42.382215,-71.017203,1900,1-FAM RES,R1F,CAPE COD,59 Horace St,59,Horace St,East Boston,Horace,2128
101183000,,,,,,,,,,,,,,,,,,,,1147400,,,,42.381529,-71.016758,1910,3-FAM RES,R3F,DECKER,69 Homer St,69,Homer St,East Boston,Homer,2128
101186000,,,,,,,,,,,,,,308500,,,,,,,,,,42.381553,-71.016693,1910,2-FAM RES,R2F,CONVENTIONAL,75 Homer St,75,Homer St,East Boston,Homer,2128
101219000,,,,,,,,,,,,,,,,,,1005000,,1287500,,,,42.384043,-71.001668,1910,3-FAM RES,R3F,CONVENTIONAL,77 Saint Andrew Rd,77,Saint Andrew Rd,East Boston,Saint Andrew,2128
101220000,,,420000,,,,,,,,,,,,,,,,,,,,,42.384341,-71.002219,1912,3-FAM RES,R3F,CONVENTIONAL,81 Saint Andrew Rd,81,Saint Andrew Rd,East Boston,Saint Andrew,2128
101221000,,,,,,,590000,,,,,,,,,,,,,,,,,42.383912,-71.001305,1915,2-FAM RES,R2F,CONVENTIONAL,83-85 Saint Andrew Rd,83-85,Saint Andrew Rd,East Boston,Saint Andrew,2128
101241000,,,,,,,,,,,,,,,,575000,,,,,,,,42.385799,-71.0046,1915,3-FAM RES,R3F,DECKER,1059 Saratoga St,1059,Saratoga St,East Boston,Saratoga,2128
101307000,,,,,,,549900,,,,,,,,,,,,,,,,,42.384977,-71.00205,1920,2-FAM RES,R2F,TWO FAMILY,1124 Saratoga St,1124,Saratoga St,East Boston,Saratoga,2128
101360000,,,,,500000,,,,,,,,,,,,,,,,,,,42.384988,-71.0018,1960,REST/BAR,COM,,1144 Saratoga St,1144,Saratoga St,East Boston,Saratoga,2128
101399100,,,180000,,233400,255000,,,,,,,,,,,,,,,435000,,,42.389459,-70.996347,1982,CONDOMINIUM,RCD,LOW-RISE,18 Leverett Ave,18,Leverett Ave,East Boston,Leverett,2128
101433000,,,,,475000,,,,,,,,,,,,,,,,,,,42.385419,-71.006059,1895,1-FAM RES,R1F,COLONIAL,20 Thurston St,20,Thurston St,East Boston,Thurston,2128
101466000,,,,,,,,,,,,,,,,,,,,,,925000,,42.383321,-70.999446,1915,2-FAM RES,R2F,CONVENTIONAL,123 Saint Andrew Rd,123,Saint Andrew Rd,East Boston,Saint Andrew,2128
101496000,,,,,,,470000,,,,,,,,,,,,,,,,,42.383386,-70.997968,1915,2-FAM RES,R2F,TWO FAMILY,1197-1199 Saratoga St,1197-1199,Saratoga St,East Boston,Saratoga,2128
101550000,,,,,,,,432500,,,,,,,,,,,,,,,,42.38857,-70.997388,1960,1-FAM RES,R1F,COLONIAL,27 Swan Ave,27,Swan Ave,East Boston,Swan,2128
101697000,,,,,,335000,,,,,,,,,,,,,,,,,,42.388474,-71.003249,1910,1-FAM RES,R1F,COLONIAL,223 Leyden St,223,Leyden St,East Boston,Leyden,2128
101698000,,,,,,,,,,,350000,,,,,,,,,,,,,42.388474,-71.003174,1916,3-FAM RES,R3F,CONVENTIONAL,225 Leyden St,225,Leyden St,East Boston,Leyden,2128
101705000,,,,,,,,,,,,,,,,,320000,,,,,,,42.388472,-71.002198,1912,RETAIL STORE,COM,,251 Leyden St,251,Leyden St,East Boston,Leyden,2128
101794010,,,270000,,,,,,,,,,,,,,,,,,,,,42.390106,-71.010803,2006,1-FAM RES,R1F,ROW-END,47 Leyden St,47,Leyden St,East Boston,Leyden,2128
101798000,,,,,220000,,,,,,,,,,,,,,,,,,,42.390526,-71.011799,1910,1-FAM RES,R1F,COLONIAL,23 Leyden St,23,Leyden St,East Boston,Leyden,2128
101799000,,,,,,,,490000,,,,,,,,,,,,,,,,42.390421,-71.011549,1875,3-FAM RES,R3F,CONVENTIONAL,29 Leyden St,29,Leyden St,East Boston,Leyden,2128
101807000,,,,,,555000,,,,,,,,,,,,,,,,,,42.390105,-71.010558,1917,2-FAM RES,R2F,CONVENTIONAL,67 Leyden St,67,Leyden St,East Boston,Leyden,2128
101824000,,,,,,,,,,,,,,,,,,,,,,780000,,42.38889,-71.006821,1910,3-FAM RES,R3F,CONVENTIONAL,137 Leyden St,137,Leyden St,East Boston,Leyden,2128
101851000,,,,,,,,,,,,,,375000,,,,,,,,,,42.388651,-71.001295,1900,2-FAM RES,R2F,TWO FAMILY,256 Leyden St,256,Leyden St,East Boston,Leyden,2128
101863000,,,,,,,,,,,,,,,,,345000,,,,,,,42.388677,-71.003602,1985,CONDOMINIUM,RCD,DUPLEX,204 Leyden St,204,Leyden St,East Boston,Leyden,2128
101865000,,,,,,,,,179900,,,,,,,,,,,,,,,42.388701,-71.003803,1890,1-FAM RES,R1F,COLONIAL,198 Leyden St,198,Leyden St,East Boston,Leyden,2128
101888000,,,,,280000,,,,,,,,,,,,,,,,,,,42.38886,-71.005107,1900,1-FAM RES,R1F,COLONIAL,172 Leyden St,172,Leyden St,East Boston,Leyden,2128
101930000,,,,,,,,,,,,,,,,,158325,,,,,,,42.389928,-71.000162,1927,2-FAM RES,R2F,TWO FAMILY,28 Orient Ave,28,Orient Ave,East Boston,Orient,2128
102013000,,,,,,,,,,,,,,400000,,,,,,,,,,42.390768,-71.008002,1955,1-FAM RES,R1F,RANCH,194 Orient Ave,194,Orient Ave,East Boston,Orient,2128
102040000,,,234000,,,,,,,,,,,,,,,,,,,,,42.390179,-71.010488,1982,CONDOMINIUM,RCD,TOWNHOUSE,52 Leyden St,52,Leyden St,East Boston,Leyden,2128
102082000,,,,,,,,,,,,,,,,,,,,,,1120000,,42.391401,-71.008056,1940,1-FAM RES,R1F,COLONIAL,51 Montmorenci Ave,51,Montmorenci Ave,East Boston,Montmorenci,2128
102195000,,,,,,,,,,,,,,,416000,485000,,,,,,,,42.392734,-71.006005,1950,1-FAM RES,R1F,CONVENTIONAL,150 Waldemar Ave,150,Waldemar Ave,East Boston,Waldemar,2128
102208000,,,,,,,,,,,,,,,,,,,,,,717000,,42.392143,-71.003073,1952,1-FAM RES,R1F,RANCH,108 Waldemar Ave,108,Waldemar Ave,East Boston,Waldemar,2128
102226000,,,,,,,,,,,,,,,,,,,,,,689000,717000,42.391034,-71.000637,2001,1-FAM RES,R1F,RANCH,44 Waldemar Ave,44,Waldemar Ave,East Boston,Waldemar,2128
102232000,,,,,,,,,,,,,,290000,,,,,,,,,,42.391405,-71.001218,1900,1-FAM RES,R1F,COLONIAL,20 Waldemar Ave,20,Waldemar Ave,East Boston,Waldemar,2128
102238000,,,,,,,,,400000,,,,,,,,,,,,,,,42.389866,-70.999387,1910,3-FAM RES,R3F,DECKER,5 Orient Ave,5,Orient Ave,East Boston,Orient,2128
102278000,,,,,,,,,,,,,,,,,,1650000,,,,,,42.39034,-70.999186,1950,4-8 UNIT APT,APT,CONDO/APT,5 Waldemar Ave,5,Waldemar Ave,East Boston,Waldemar,2128
102351000,,,,,,,,,,,,,315000,,,,,,,,,,,42.391581,-71.007866,1950,1-FAM RES,R1F,CAPE COD,56 Montmorenci Ave,56,Montmorenci Ave,East Boston,Montmorenci,2128
102357020,,,,,,,,,,,371500,425000,,,437500,,,,,,,,,42.39157,-71.009077,1940,1-FAM RES,R1F,COLONIAL,24 Montmorenci Ave,24,Montmorenci Ave,East Boston,Montmorenci,2128
102504000,,,,,,,,,201000,,,,,,,,208000,,289000,,,,,42.39145,-71.001083,1970,CONDOMINIUM,RCD,LOW-RISE,75 Waldemar Ave,75,Waldemar Ave,East Boston,Waldemar,2128
102530000,,,,,,421000,,,,,,,,,,,,,,,,,,42.376861,-71.039043,1930,3-FAM RES,R3F,ROW-MIDDLE,293-293A Meridian St,293-293A,Meridian St,East Boston,Meridian,2128
102549000,,,335000,,403000,,,,,,,,,,,,,,,,,,,42.377562,-71.03767,1900,3-FAM RES,R3F,ROW-END,45 Lexington St,45,Lexington St,East Boston,Lexington,2128
102552000,,,,,,,,,,,,,,,,,,,,,,730000,,42.377662,-71.037399,1900,3-FAM RES,R3F,ROW-MIDDLE,51 Lexington St,51,Lexington St,East Boston,Lexington,2128
102566000,,,,,,495000,,,,,,,,,,,,,,,,,,42.377667,-71.037384,1900,3-FAM RES,R3F,CONVENTIONAL,71-73 Lexington St,71-73,Lexington St,East Boston,Lexington,2128
102581000,,,,,,,550000,,,,,,,,,,,,,,,,,42.37684,-71.038072,1899,3-FAM RES,R3F,SEMI DETACHD,36 Princeton St,36,Princeton St,East Boston,Princeton,2128
102583000,,,,,,,,370000,,,,,,,,,,,,,,,,42.376677,-71.038525,1900,3-FAM RES,R3F,DECKER,32 Princeton St,32,Princeton St,East Boston,Princeton,2128
102587000,,,410000,,,,,,,,,,,,,,,,,,,,,42.377327,-71.036715,1900,3-FAM RES,R3F,SEMI DETACHD,24 Princeton St,24,Princeton St,East Boston,Princeton,2128
102590000,,,,,,,,323000,,,,,,,,,,,,,,,,42.376433,-71.039203,1900,3-FAM RES,R3F,ROW-MIDDLE,14 Princeton St,14,Princeton St,East Boston,Princeton,2128
102598000,,,,,,,,,,,,,,,,,1050000,,,,,,,42.377522,-71.039061,1899,MXU RES+COM,REO,RAISED CAPE,317 Meridian St,317,Meridian St,East Boston,Meridian,2128
102599000,,,,,,,,,,,,,,260000,,,,,,,,,,42.37759,-71.039062,1930,MXU RES+COM,REO,RAISED CAPE,319 Meridian St,319,Meridian St,East Boston,Meridian,2128
102600010,,,,,116000,,,,,,,,,,,,,,,,,,,42.377486,-71.039181,1900,CONDOMINIUM,RCD,ROW-END,321-325 Meridian St,321-325,Meridian St,East Boston,Meridian,2128
102613000,,,,,,,,,,,287000,,,,,,,,,,,,,42.377829,-71.037491,1850,3-FAM RES,R3F,ROW-MIDDLE,72 Lexington St,72,Lexington St,East Boston,Lexington,2128
102623000,,,250000,,,,,,,,,,,,,,,,,,,,,42.377411,-71.038631,1875,2-FAM RES,R2F,ROW-MIDDLE,30 Lexington St,30,Lexington St,East Boston,Lexington,2128
102624000,,,,,,,,310000,,,,,,,,,,,,,,,,42.377375,-71.03873,1875,2-FAM RES,R2F,SEMI DETACHD,28 Lexington St,28,Lexington St,East Boston,Lexington,2128
102632000,,,,,,,,,,200000,,,,,,,,,,,,,,42.378278,-71.03908,1890,3-FAM RES,R3F,ROW-MIDDLE,343-345 Meridian St,343-345,Meridian St,East Boston,Meridian,2128
102652000,,,,,454000,,,,,,,,,,,,,,,,,,,42.378628,-71.037752,1880,3-FAM RES,R3F,ROW-MIDDLE,65 Marion St,65,Marion St,East Boston,Marion,2128
102677000,,,,,,,,,,,,,,,,,,,,,,757000,,42.379507,-71.038843,1900,3-FAM RES,R3F,SEMI DETACHD,5 Monmouth St,5,Monmouth St,East Boston,Monmouth,2128
102681000,,,,,,,,,,,,,,,,,,,,,,742500,,42.379507,-71.038843,1900,3-FAM RES,R3F,SEMI DETACHD,13 Monmouth St,13,Monmouth St,East Boston,Monmouth,2128
102684010,,,,,189000,,,,,,,,,,,,,,,,,,,42.37938,-71.038277,1984,1-FAM RES,R1F,ROW-MIDDLE,39 Marion St,39,Marion St,East Boston,Marion,2128
102684030,,,,,,,,,,,,,,,,,371000,,,,,,,42.379313,-71.03823,1984,1-FAM RES,R1F,ROW-END,43 Marion St,43,Marion St,East Boston,Marion,2128
102689000,,,180000,,,,,,,,,,,,,,,,,,,,,42.379424,-71.038204,1880,1-FAM RES,R1F,SEMI DETACHD,5 Marion Pl,5,Marion Pl,East Boston,Marion,2128
102703000,,,,,,,148000,,,,,61550,,,,,,,329500,430000,,,,42.379978,-71.03924,1920,CONDOMINIUM,RCD,ROW-END,379 Meridian St,379,Meridian St,East Boston,Meridian,2128
102709000,,,,,,504000,595000,,,,172000,,,,,,,,,,,,,42.379956,-71.039118,1900,3-FAM RES,R3F,SEMI DETACHD,391 Meridian St,391,Meridian St,East Boston,Meridian,2128
102716000,,,,425000,,,,,,,,,,,,,,,,,,,,42.380333,-71.038951,1880,3-FAM RES,R3F,SEMI DETACHD,5 Marion St,5,Marion St,East Boston,Marion,2128
102718000,,,432000,,,,,,,,,,,,,,,,,,,,,42.380119,-71.038659,1900,3-FAM RES,R3F,DECKER,11-13 Marion St,13-Nov,Marion St,East Boston,Marion,2128
102719000,,,,,,,345000,,,167000,,,,,,,,,380000,,,,,42.28689,-71.120428,1987,CONDOMINIUM,RCD,TOWNHOUSE,15 Marion St,15,Marion St,East Boston,Marion,2128
102721000,,359500,,,,,,,,,,,,,,,,,,,,,,42.379734,-71.038523,1880,3-FAM RES,R3F,SEMI DETACHD,19 Marion St,19,Marion St,East Boston,Marion,2128
102722000,,335600,,,,,,,,,,,,,,,,,,,,,,42.379647,-71.038463,1880,3-FAM RES,R3F,SEMI DETACHD,21 Marion St,21,Marion St,East Boston,Marion,2128
102731000,,,,,365000,,,,,,,,,,,,,,,,,,,42.379946,-71.038398,1880,2-FAM RES,R2F,CONVENTIONAL,20 Marion St,20,Marion St,East Boston,Marion,2128
102736000,,,,,410000,,,,,,,,,,,,,,,,,,,42.380461,-71.038508,1880,3-FAM RES,R3F,ROW-END,19 White St,19,White St,East Boston,White,2128
102743000,,,,,,,,,,,,,,,,,,,,,633000,,,42.380555,-71.038052,1920,1-FAM RES,R1F,ROW-MIDDLE,33 White St,33,White St,East Boston,White,2128
102751000,,,,,,,,,,,,,,307000,,,,,,,,,,42.379826,-71.03826,1880,2-FAM RES,R2F,CONVENTIONAL,50 Monmouth St,50,Monmouth St,East Boston,Monmouth,2128
102765000,,,,445000,,,,,,,,,,,,,,,,,,,,42.379264,-71.037923,1880,3-FAM RES,R3F,ROW-END,50-52 Marion St,50-52,Marion St,East Boston,Marion,2128
102771000,,,,,,,,,,,,,,,,,,,570000,,,,,42.379653,-71.038184,1900,1-FAM RES,R1F,COLONIAL,25 Monmouth St,25,Monmouth St,East Boston,Monmouth,2128
102785000,,,,,,,,400000,,,,,,,,,,,,,,,,42.379984,-71.037316,1880,1-FAM RES,R1F,COLONIAL,55 Monmouth St,55,Monmouth St,East Boston,Monmouth,2128
102786000,,,,,412000,,,,,,,,,,,435000,,,,,,,,42.380006,-71.037258,1880,2-FAM RES,R2F,CONVENTIONAL,57 Monmouth St,57,Monmouth St,East Boston,Monmouth,2128
102823000,,,,,,,269000,,,,,,160000,,,,,,,,,,,42.37885,-71.03777,1880,1-FAM RES,R1F,ROW-MIDDLE,60 Marion St,60,Marion St,East Boston,Marion,2128
102824000,,,,,,,265000,,,,,,,,,,,,,,,,,42.379013,-71.037747,1880,1-FAM RES,R1F,ROW-MIDDLE,58 Marion St,58,Marion St,East Boston,Marion,2128
102826000,,215000,,,,,,,,,,,,,,,,,,,,,,42.379133,-71.037831,1880,2-FAM RES,R2F,ROW-END,54 Marion St,54,Marion St,East Boston,Marion,2128
102848000,,,,,,,,,,,,243250,,310000,,,,,,,,,,42.37926,-71.035731,1900,1-FAM RES,R1F,CONVENTIONAL,98 Trenton St,98,Trenton St,East Boston,Trenton,2128
102852000,,,,,,440000,,,,,,,,,,,,,,,,,,42.379134,-71.036066,1900,2-FAM RES,R2F,CONVENTIONAL,90 Trenton St,90,Trenton St,East Boston,Trenton,2128
102866000,,,,468000,,580000,,,,,210000,,,,,,,,,,,,,42.378663,-71.037322,1900,2-FAM RES,R2F,SEMI DETACHD,60 Trenton St,60,Trenton St,East Boston,Trenton,2128
102867000,,,,,480000,,,,,,,,,,,,,,,,,,,42.378631,-71.037405,1900,3-FAM RES,R3F,SEMI DETACHD,58 Trenton St,58,Trenton St,East Boston,Trenton,2128
102893000,,,,,,,,,,,,,467000,,,,,,,,,,,42.37865,-71.035288,1872,1-FAM RES,R1F,CONVENTIONAL,124 Lexington St,124,Lexington St,East Boston,Lexington,2128
102920000,,,,,,,,,,,,,,,,,,,,585000,,,,42.37828,-71.036007,2017,CONDOMINIUM,RCD,FREE-STANDNG,85 Lexington St,85,Lexington St,East Boston,Lexington,2128
102931000,,339900,,,,,,,,,,,,,,,,,,,,,,42.378402,-71.035411,1900,3-FAM RES,R3F,DECKER,117 Lexington St,117,Lexington St,East Boston,Lexington,2128
102936000,,,,333500,,,,,,,,,,,,,,,,,,,,42.378576,-71.034947,1900,2-FAM RES,R2F,CONVENTIONAL,129 Lexington St,129,Lexington St,East Boston,Lexington,2128
102945000,,,,,,500000,,,,,,,,,,,,,,,,,,42.37809,-71.03472,1900,3-FAM RES,R3F,DECKER,130 Princeton St,130,Princeton St,East Boston,Princeton,2128
102949000,,,,,,440000,,,,,,,,,,,,,,,,,,42.377943,-71.035104,1880,2-FAM RES,R2F,CONVENTIONAL,120 Princeton St,120,Princeton St,East Boston,Princeton,2128
102955000,,,,,,,410000,,,,,,,,,,,,,,,,,42.377767,-71.035565,1880,2-FAM RES,R2F,CONVENTIONAL,108 Princeton St,108,Princeton St,East Boston,Princeton,2128
102958000,,,,,,,,,,,,,,,,,,,,,970000,,,42.377649,-71.035873,1900,3-FAM RES,R3F,CONVENTIONAL,100-102 Princeton St,100-102,Princeton St,East Boston,Princeton,2128
102976000,,181000,,,,,,,,,,,,,,,,,,,,,,42.378818,-71.034298,1900,2-FAM RES,R2F,CONDO/APT,149 Lexington St,149,Lexington St,East Boston,Lexington,2128
102997000,,,,,,,,,,,,,,,,,,,,,570000,,,42.378753,-71.032915,1899,2-FAM RES,R2F,SEMI DETACHD,182 Princeton St,182,Princeton St,East Boston,Princeton,2128
